CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Time
CI1314,exponential,TL,1,1896,1617,58591.6666666667,49969.7916666667,0,0,30.9027777777778,1,0
CI1314,exponential,TL,2,1936,1050,59827.7777777778,32447.9166666667,0,0,30.9027777777778,1,0
CI1314,exponential,TL,3,1979,1400,61156.5972222222,43263.8888888889,0,0,30.9027777777778,1,0
CI1314,exponential,TL,4,2067,1241,63876.0416666667,38350.3472222222,0,0,30.9027777777778,1,0
CI1314,exponential,TL,5,2090,1214,64586.8055555556,37515.9722222222,0,0,30.9027777777778,1,0
CI1314,exponential,TL,6,2126,1388,65699.3055555556,42893.0555555556,0,0,30.9027777777778,1,0
CI1314,exponential,TL,7,2146,1849,66317.3611111111,57139.2361111111,0,0,30.9027777777778,1,0
CI1314,exponential,TL,8,2167,2404,66966.3194444445,74290.2777777778,0,0,30.9027777777778,1,0
CI1314,exponential,TL,9,2278,1712,70396.5277777778,52905.5555555556,0,0,30.9027777777778,1,0
CI1314,exponential,TL,10,2330,2363,72003.4722222222,73023.2638888889,0,0,30.9027777777778,1,0
CI1314,exponential,TL,11,2309,1284,71354.5138888889,39679.1666666667,0,0,30.9027777777778,1,0
CI1314,exponential,TL,12,2346,1639,72497.9166666667,50649.6527777778,0,0,30.9027777777778,1,0
CI1314,exponential,TL,13,2326,1707,71879.8611111111,52751.0416666667,0,0,30.9027777777778,1,0
CI1314,exponential,TL,14,2369,2126,73208.6805555556,65699.3055555556,0,0,30.9027777777778,1,0
CI1314,exponential,TL,15,2418,1391,74722.9166666667,42985.7638888889,0,0,30.9027777777778,1,0
CI1314,exponential,TL,16,2487,1187,76855.2083333333,36681.5972222222,0,0,30.9027777777778,1,0
CI1314,exponential,TL,17,2490,1786,76947.9166666667,55192.3611111111,0,0,30.9027777777778,1,0
CI1314,exponential,TL,18,2537,1327,78400.3472222222,41007.9861111111,0,0,30.9027777777778,1,0
CI1314,exponential,TL,19,2548,1187,78740.2777777778,36681.5972222222,0,0,30.9027777777778,1,0
CI1314,exponential,TL,20,2594,1497,80161.8055555556,46261.4583333333,0,0,30.9027777777778,1,0
CI1314,exponential,TL,21,2612,2776,80718.0555555556,85786.1111111111,0,0,30.9027777777778,1,0
CI1314,exponential,TL,22,2625,2603,81119.7916666667,80439.9305555556,0,0,30.9027777777778,1,0
CI1314,exponential,TL,23,2632,2227,81336.1111111111,68820.4861111111,0,0,30.9027777777778,1,0
CI1314,exponential,TL,24,2644,2846,81706.9444444445,87949.3055555556,0,0,30.9027777777778,1,0
CI1314,exponential,TL,25,2657,2264,82108.6805555556,69963.8888888889,0,0,30.9027777777778,1,0
CI1314,exponential,TL,26,2684,1670,82943.0555555556,51607.6388888889,0,0,30.9027777777778,1,0
