CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Time
CI1475,patient,TL,1,2995,2656,82064.7062795945,72775.9131481145,0,0,27.4005697093805,1,0
CI1475,patient,TL,2,3147,2710,86229.5928754203,74255.543912421,0,0,27.4005697093805,1,0
CI1475,patient,TL,3,2797,2516,76639.3934771371,68939.8333888012,0,0,27.4005697093805,1,0
CI1475,patient,TL,4,3495,1210,95764.9911342847,33154.6893483503,0,0,27.4005697093805,1,0
CI1475,patient,TL,5,2709,893,74228.1433427116,24468.7087504767,0,0,27.4005697093805,1,0
CI1475,patient,TL,6,2923,2760,80091.8652605191,75625.57239789,0,0,27.4005697093805,1,0
CI1475,patient,TL,7,2697,1606,73899.3365061991,44005.314953265,0,0,27.4005697093805,1,0
CI1475,patient,TL,8,3123,2268,85571.9792023951,62144.4921008749,0,0,27.4005697093805,1,0
CI1475,patient,TL,9,3355,1033,91928.9113749714,28304.78850979,0,0,27.4005697093805,1,0
CI1475,patient,TL,10,2633,1361,72145.7000447987,37292.1753744668,0,0,27.4005697093805,1,0
CI1475,patient,TL,11,3091,1143,84695.160971695,31318.8511778219,0,0,27.4005697093805,1,0
CI1475,patient,TL,12,3704,1298,101491.710203545,35565.9394827758,0,0,27.4005697093805,1,0
CI1475,patient,TL,13,3331,1210,91271.2977019463,33154.6893483503,0,0,27.4005697093805,1,0
CI1475,patient,TL,14,2266,2259,62089.6909614561,61897.8869734904,0,0,27.4005697093805,1,0
CI1475,patient,TL,15,2383,2206,65295.5576174536,60445.6567788933,0,0,27.4005697093805,1,0
CI1475,patient,TL,16,2392,2859,65542.162744838,78338.2287991187,0,0,27.4005697093805,1,0
CI1475,patient,TL,17,2420,1638,66309.3786967007,44882.1331839652,0,0,27.4005697093805,1,0
CI1475,patient,TL,18,2543,1697,69679.6487709545,46498.7667968186,0,0,27.4005697093805,1,0
CI1475,patient,TL,19,3052,2824,83626.5387530291,77379.2088592904,0,0,27.4005697093805,1,0
CI1475,patient,TL,20,3432,2623,94038.7552425937,71871.6943477049,0,0,27.4005697093805,1,0
CI1475,patient,TL,21,2736,1006,74967.9587248649,27564.9731276367,0,0,27.4005697093805,1,0
CI1475,patient,TL,22,3367,2669,92257.718211484,73132.1205543364,0,0,27.4005697093805,1,0
CI1475,patient,TL,23,3516,2127,96340.4030981817,58281.0117718522,0,0,27.4005697093805,1,0
CI1475,patient,TL,24,2527,2508,69241.2396556044,68720.6288311262,0,0,27.4005697093805,1,0
CI1475,patient,TL,25,2484,1162,68063.015158101,31839.4620023001,0,0,27.4005697093805,1,0
CI1475,patient,TL,26,2912,922,79790.4589937159,25263.3252720488,0,0,27.4005697093805,1,0
CI1475,patient,TL,27,2886,2104,79078.044181272,57650.7986685365,0,0,27.4005697093805,1,0
CI1475,patient,TL,28,1715,1926,46991.9770515875,52773.4972602667,0,0,27.4005697093805,1,0
CI1475,patient,TL,29,3317,1575,90887.689726015,43155.8972922742,0,0,27.4005697093805,1,0
CI1475,patient,TL,30,3389,1726,92860.5307450903,47293.3833183907,0,0,27.4005697093805,1,0
CI1475,patient,TL,31,2052,1049,56225.9690436487,28743.1976251401,0,0,27.4005697093805,1,0
CI1475,patient,TL,32,3859,2115,105738.798508499,57952.2049353397,0,0,27.4005697093805,1,0
CI1475,patient,TL,33,1768,1212,48444.2072461846,33209.4904877691,0,0,27.4005697093805,1,0
CI1475,patient,TL,34,1962,2313,53759.9177698044,63377.517737797,0,0,27.4005697093805,1,0
CI1475,patient,TL,35,2172,696,59514.0374087743,19070.7965177288,0,0,27.4005697093805,1,0
CI1475,patient,TL,36,2599,557,71214.0806746798,15262.1173281249,0,0,27.4005697093805,1,0
CI1475,patient,TL,37,1724,1663,47238.5821789719,45567.1474266997,0,0,27.4005697093805,1,0
CI1475,patient,TL,38,2656,2593,72775.9131481145,71049.6772564235,0,0,27.4005697093805,1,0
CI1475,patient,TL,39,2595,2496,71104.4783958423,68391.8219946136,0,0,27.4005697093805,1,0
CI1475,patient,TL,40,3452,2110,94586.7666367813,57815.2020867928,0,0,27.4005697093805,1,0
CI1475,patient,TL,41,3911,2139,107163.628133387,58609.8186083648,0,0,27.4005697093805,1,0
CI1475,patient,TL,42,1982,1073,54307.9291639921,29400.8112981652,0,0,27.4005697093805,1,0
CI1475,patient,TL,43,2634,2556,72173.1006145081,70035.8561771764,0,0,27.4005697093805,1,0
CI1475,patient,TL,1,2995,2653,82064.7062795945,72693.7114389863,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,2,3147,2707,86229.5928754203,74173.3422032929,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,3,2797,2513,76639.3934771371,68857.6316796731,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,4,3495,1207,95764.9911342847,33072.4876392222,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,5,2709,890,74228.1433427116,24386.5070413486,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,6,2923,2757,80091.8652605191,75543.3706887619,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,7,2697,1603,73899.3365061991,43923.1132441369,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,8,3123,2265,85571.9792023951,62062.2903917467,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,9,3355,1030,91928.9113749714,28222.5868006619,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,10,2633,1358,72145.7000447987,37209.9736653387,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,11,3091,1140,84695.160971695,31236.6494686937,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,12,3704,1295,101491.710203545,35483.7377736477,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,13,3331,1207,91271.2977019463,33072.4876392222,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,14,2266,2256,62089.6909614561,61815.6852643623,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,15,2383,2203,65295.5576174536,60363.4550697651,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,16,2392,2856,65542.162744838,78256.0270899906,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,17,2420,1635,66309.3786967007,44799.931474837,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,18,2543,1694,69679.6487709545,46416.5650876905,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,19,3052,2821,83626.5387530291,77297.0071501623,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,20,3432,2620,94038.7552425937,71789.4926385768,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,21,2736,1003,74967.9587248649,27482.7714185086,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,22,3367,2666,92257.718211484,73049.9188452083,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,23,3516,2124,96340.4030981817,58198.8100627241,0,0,27.4005697093805,2,0.166666666666667
CI1475,patient,TL,24,2527,2505,69241.2396556044,68638.427121998,0,0,27.4005697093805,2,0.166666666666667
