CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1794,patient,EP,31,2250,2096,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,32,2272,1055,NaN,NaN,53,NaN,NaN,2,48
CI1794,patient,EP,33,2265,2175,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,34,2277,2326,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,35,2258,1732,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,36,2302,1126,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,37,2316,1551,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,38,2329,1422,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,39,2318,2069,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,40,2313,2138,NaN,NaN,24,NaN,NaN,2,48
CI1794,patient,EP,41,2404,2073,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,42,2343,2167,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,43,2360,2466,NaN,NaN,53,NaN,NaN,2,48
CI1794,patient,EP,44,2360,1732,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,45,2402,1613,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,46,2409,2134,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,47,2421,1498,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,48,2432,1094,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,49,2453,2438,NaN,NaN,48,NaN,NaN,2,48
CI1794,patient,EP,50,2471,1219,NaN,NaN,52,NaN,NaN,2,48
CI1794,patient,EP,51,2462,1716,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,52,2477,2560,NaN,NaN,58,NaN,NaN,2,48
CI1794,patient,EP,53,2462,2104,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,54,2494,2061,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,55,2497,2264,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,56,2504,1713,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,57,2559,2293,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,58,2579,2772,NaN,NaN,63,NaN,NaN,2,48
CI1794,patient,EP,59,2578,2459,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,60,2584,1638,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,61,2609,2825,NaN,NaN,64,NaN,NaN,2,48
CI1794,patient,EP,62,2603,2108,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,63,2625,1270,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,64,2619,1496,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,65,2645,2060,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,66,2622,2445,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,67,2636,2230,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,68,2693,1092,NaN,NaN,58,NaN,NaN,2,48
CI1794,patient,EP,69,2655,1498,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,70,2698,2648,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,71,2728,3002,NaN,NaN,65,NaN,NaN,2,48
CI1794,patient,EP,72,2698,2264,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,73,2718,1367,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,74,2716,2524,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,75,2734,2509,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,76,2730,2424,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,77,2751,1638,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,78,2754,1760,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,79,2764,1210,NaN,NaN,48,NaN,NaN,2,48
CI1794,patient,EP,80,2757,2407,NaN,NaN,36,NaN,NaN,2,48
CI1794,patient,EP,81,2767,2632,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,82,2788,2634,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,83,2766,2253,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,84,2781,2300,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,85,2819,611,NaN,NaN,65,NaN,NaN,2,48
CI1794,patient,EP,86,2804,2498,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,87,2789,2420,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,88,2819,2569,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,89,2836,1848,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,90,2848,2059,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,91,2856,1955,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,92,2873,2955,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,93,2879,1330,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,94,2882,1763,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,95,2869,2435,NaN,NaN,32,NaN,NaN,2,48
CI1794,patient,EP,96,2906,955,NaN,NaN,58,NaN,NaN,2,48
CI1794,patient,EP,97,2885,2398,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,98,2907,1154,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,99,2889,1120,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,100,2901,1463,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,101,2899,1647,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,102,2913,1275,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,103,2934,1063,NaN,NaN,52,NaN,NaN,2,48
CI1794,patient,EP,104,2910,2457,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,105,2938,2843,NaN,NaN,53,NaN,NaN,2,48
CI1794,patient,EP,106,2915,2970,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,107,2938,2114,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,108,2967,3351,NaN,NaN,53,NaN,NaN,2,48
CI1794,patient,EP,109,2949,2402,NaN,NaN,25,NaN,NaN,2,48
CI1794,patient,EP,110,2971,1636,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,111,3003,2873,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,112,2985,2415,NaN,NaN,36,NaN,NaN,2,48
CI1794,patient,EP,113,3017,1403,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,114,3060,774,NaN,NaN,62,NaN,NaN,2,48
CI1794,patient,EP,115,3035,2927,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,116,3031,2541,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,117,3037,1163,NaN,NaN,49,NaN,NaN,2,48
CI1794,patient,EP,118,3049,965,NaN,NaN,58,NaN,NaN,2,48
CI1794,patient,EP,119,3038,2326,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,120,3043,1609,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,121,3086,2470,NaN,NaN,35,NaN,NaN,2,48
CI1794,patient,EP,122,3033,2467,NaN,NaN,30,NaN,NaN,2,48
CI1794,patient,EP,123,3046,2089,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,124,3056,1635,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,125,3060,1795,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,126,3062,2419,NaN,NaN,30,NaN,NaN,2,48
CI1794,patient,EP,127,3082,2420,NaN,NaN,25,NaN,NaN,2,48
CI1794,patient,EP,128,3073,1729,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,129,3079,1902,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,130,3089,2361,NaN,NaN,36,NaN,NaN,2,48
CI1794,patient,EP,131,3124,3258,NaN,NaN,61,NaN,NaN,2,48
CI1794,patient,EP,132,3128,1220,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,133,3126,1350,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,134,3123,1501,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,135,3127,2117,NaN,NaN,37,NaN,NaN,2,48
CI1794,patient,EP,136,3138,1454,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,137,3136,2155,NaN,NaN,36,NaN,NaN,2,48
CI1794,patient,EP,138,3114,1744,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,139,3127,1901,NaN,NaN,34,NaN,NaN,2,48
CI1794,patient,EP,140,3160,2600,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,141,3168,2767,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,142,3160,2077,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,143,3167,1791,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,144,3171,2200,NaN,NaN,34,NaN,NaN,2,48
CI1794,patient,EP,145,3177,2405,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,146,3205,1937,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,147,3175,1932,NaN,NaN,32,NaN,NaN,2,48
CI1794,patient,EP,148,3190,1905,NaN,NaN,31,NaN,NaN,2,48
CI1794,patient,EP,149,3211,2254,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,150,3228,2904,NaN,NaN,54,NaN,NaN,2,48
CI1794,patient,EP,151,3215,2215,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,152,3223,1824,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,153,3223,2360,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,154,3246,1403,NaN,NaN,48,NaN,NaN,2,48
CI1794,patient,EP,155,3240,1857,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,156,3285,3139,NaN,NaN,65,NaN,NaN,2,48
CI1794,patient,EP,157,3271,2405,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,158,3302,2689,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,159,3332,2509,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,160,3305,1559,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,161,3327,2950,NaN,NaN,60,NaN,NaN,2,48
CI1794,patient,EP,162,3323,1140,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,163,3327,2857,NaN,NaN,57,NaN,NaN,2,48
CI1794,patient,EP,164,3320,1729,NaN,NaN,48,NaN,NaN,2,48
CI1794,patient,EP,165,3314,1868,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,166,3327,2616,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,167,3303,2615,NaN,NaN,32,NaN,NaN,2,48
CI1794,patient,EP,168,3411,1143,NaN,NaN,54,NaN,NaN,2,48
CI1794,patient,EP,169,3377,1229,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,170,3357,2114,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,171,3364,2191,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,172,3376,1934,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,173,3410,2546,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,174,3406,2476,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,175,3415,2224,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,176,3434,2040,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,177,3443,2191,NaN,NaN,36,NaN,NaN,2,48
CI1794,patient,EP,178,3474,1338,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,179,3475,2457,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,180,3451,2536,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,181,3480,2391,NaN,NaN,32,NaN,NaN,2,48
CI1794,patient,EP,182,3491,2255,NaN,NaN,34,NaN,NaN,2,48
CI1794,patient,EP,183,3499,2282,NaN,NaN,31,NaN,NaN,2,48
CI1794,patient,EP,184,3527,1534,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,185,3516,2384,NaN,NaN,29,NaN,NaN,2,48
CI1794,patient,EP,186,3541,2441,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,187,3569,3080,NaN,NaN,64,NaN,NaN,2,48
CI1794,patient,EP,188,3592,3068,NaN,NaN,62,NaN,NaN,2,48
CI1794,patient,EP,189,3562,1260,NaN,NaN,53,NaN,NaN,2,48
CI1794,patient,EP,190,3575,2352,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,191,3574,2316,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,192,3535,2332,NaN,NaN,26,NaN,NaN,2,48
CI1794,patient,EP,193,3533,2256,NaN,NaN,34,NaN,NaN,2,48
CI1794,patient,EP,194,3564,1633,NaN,NaN,42,NaN,NaN,2,48
CI1794,patient,EP,195,3579,1877,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,196,3573,2055,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,197,3596,2621,NaN,NaN,59,NaN,NaN,2,48
CI1794,patient,EP,198,3580,1978,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,199,3614,864,NaN,NaN,65,NaN,NaN,2,48
CI1794,patient,EP,200,3606,1584,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,201,3594,1508,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,202,3588,2222,NaN,NaN,38,NaN,NaN,2,48
CI1794,patient,EP,203,3610,1669,NaN,NaN,50,NaN,NaN,2,48
CI1794,patient,EP,204,3621,2401,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,205,3627,2272,NaN,NaN,32,NaN,NaN,2,48
CI1794,patient,EP,206,3626,2017,NaN,NaN,35,NaN,NaN,2,48
CI1794,patient,EP,207,3699,1183,NaN,NaN,60,NaN,NaN,2,48
CI1794,patient,EP,208,3661,1191,NaN,NaN,57,NaN,NaN,2,48
CI1794,patient,EP,209,3626,2051,NaN,NaN,39,NaN,NaN,2,48
CI1794,patient,EP,210,3672,2458,NaN,NaN,49,NaN,NaN,2,48
CI1794,patient,EP,211,3673,1768,NaN,NaN,43,NaN,NaN,2,48
CI1794,patient,EP,212,3680,2232,NaN,NaN,45,NaN,NaN,2,48
CI1794,patient,EP,213,3708,1380,NaN,NaN,56,NaN,NaN,2,48
CI1794,patient,EP,214,3712,1801,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,215,3729,2490,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,216,3725,1996,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,217,3715,2137,NaN,NaN,40,NaN,NaN,2,48
CI1794,patient,EP,218,3768,1004,NaN,NaN,63,NaN,NaN,2,48
CI1794,patient,EP,219,3775,1695,NaN,NaN,49,NaN,NaN,2,48
CI1794,patient,EP,220,3743,1718,NaN,NaN,44,NaN,NaN,2,48
CI1794,patient,EP,221,3752,2177,NaN,NaN,41,NaN,NaN,2,48
CI1794,patient,EP,222,3785,1418,NaN,NaN,61,NaN,NaN,2,48
CI1794,patient,EP,223,3792,1984,NaN,NaN,48,NaN,NaN,2,48
CI1794,patient,EP,224,3791,2234,NaN,NaN,47,NaN,NaN,2,48
CI1794,patient,EP,225,3811,1799,NaN,NaN,55,NaN,NaN,2,48
CI1794,patient,EP,226,3829,2120,NaN,NaN,46,NaN,NaN,2,48
CI1794,patient,EP,227,3857,2316,NaN,NaN,56,NaN,NaN,2,48
CI1794,patient,EP,228,3862,2457,NaN,NaN,63,NaN,NaN,2,48
CI1794,patient,EP,229,3884,2107,NaN,NaN,51,NaN,NaN,2,48
CI1794,patient,EP,230,3921,1474,NaN,NaN,64,NaN,NaN,2,48
CI1794,patient,EP,231,3928,2146,NaN,NaN,60,NaN,NaN,2,48
CI1794,patient,EP,232,4079,1945,NaN,NaN,65,NaN,NaN,2,48
CI1794,patient,EP,233,4174,1859,NaN,NaN,62,NaN,NaN,2,48
CI1794,patient,EP,234,4335,2207,NaN,NaN,64,NaN,NaN,2,48
CI1794,patient,EP,235,4483,1632,NaN,NaN,59,NaN,NaN,2,48
CI1794,patient,EP,236,4445,1621,NaN,NaN,59,NaN,NaN,2,48
CI1794,patient,EP,237,3724.444934,920.339207,NaN,NaN,77.75982181,NaN,NaN,2,48
CI1794,patient,EP,238,3385.237885,783.7753304,NaN,NaN,76.07161312,NaN,NaN,2,48
CI1794,patient,EP,239,3354.400881,1197.872247,NaN,NaN,46.53811748,NaN,NaN,2,48
CI1794,patient,EP,240,3424.885463,1202.277533,NaN,NaN,55.99995318,NaN,NaN,2,48
CI1794,patient,EP,241,3253.431718,504.3171806,NaN,NaN,88.98531766,NaN,NaN,2,48
CI1794,patient,EP,242,2367.969163,673.9207048,NaN,NaN,75.39224426,NaN,NaN,2,48
CI1794,patient,EP,243,2095.057269,1002.54185,NaN,NaN,55.73683526,NaN,NaN,2,48
CI1794,patient,EP,244,2106.070485,1288.885463,NaN,NaN,53.85903034,NaN,NaN,2,48
CI1794,patient,EP,245,1899.436123,1561.563877,NaN,NaN,51.10475157,NaN,NaN,2,48
CI1794,patient,EP,246,1976.528634,1636.453744,NaN,NaN,50.91262776,NaN,NaN,2,48
CI1794,patient,EP,247,1599.876652,1733.370044,NaN,NaN,77.98006047,NaN,NaN,2,48
CI1794,patient,EP,248,2055.647577,1786.770925,NaN,NaN,49.94092339,NaN,NaN,2,48
CI1794,patient,EP,249,2044.634361,1815.405286,NaN,NaN,50.96072662,NaN,NaN,2,48
CI1794,patient,EP,250,2359.612335,2086.330396,NaN,NaN,42.05825771,NaN,NaN,2,48
CI1794,patient,EP,251,1605.898678,2130.69163,NaN,NaN,70.97317505,NaN,NaN,2,48
CI1794,patient,EP,252,1630.127753,2333.334802,NaN,NaN,71.69443078,NaN,NaN,2,48
CI1794,patient,EP,253,1786.61674,2855.154185,NaN,NaN,88.21103666,NaN,NaN,2,48
CI1794,patient,EP,254,2838.837004,3280.709251,NaN,NaN,81.63325827,NaN,NaN,2,48
CI1794,patient,EP,255,2957.779736,3439.299559,NaN,NaN,75.55455283,NaN,NaN,2,48
CI1794,patient,EP,256,3065.709251,3362.207048,NaN,NaN,75.29469118,NaN,NaN,2,48
CI1794,patient,EP,257,3291.88326,2522.64978,NaN,NaN,39.13115689,NaN,NaN,2,48
CI1794,patient,EP,258,3309.504405,2534.764317,NaN,NaN,43.6728956,NaN,NaN,2,48
CI1794,patient,EP,259,3859.171806,3320.471366,NaN,NaN,73.58322462,NaN,NaN,2,48
CI1794,patient,EP,260,4048.878855,2799.80837,NaN,NaN,77.60212581,NaN,NaN,2,48
CI1794,patient,EP,261,3846.235683,2949.588106,NaN,NaN,64.96243486,NaN,NaN,2,48
CI1794,patient,EP,262,3918.922907,2771.174009,NaN,NaN,67.74099443,NaN,NaN,2,48
CI1794,patient,EP,263,4012.535242,2871.394273,NaN,NaN,69.89486269,NaN,NaN,2,48
CI1794,patient,EP,264,4020.244493,2947.385463,NaN,NaN,75.33535365,NaN,NaN,2,48
CI1794,patient,EP,265,3709.812775,416.0374449,NaN,NaN,84.58125109,NaN,NaN,2,48
CI1794,patient,EP,266,4398.400881,1324.251101,NaN,NaN,93.91477653,NaN,NaN,2,48
CI1794,patient,EP,267,4527.361233,1975.590308,NaN,NaN,73.3497853,NaN,NaN,2,48
CI1794,patient,EP,268,4547.185022,2065.898678,NaN,NaN,82.38014719,NaN,NaN,2,48
CI1794,patient,EP,269,4276.259912,2138.585903,NaN,NaN,73.88227712,NaN,NaN,2,48
