CI Identifier	Growth-rate	Radius	Appearance_time	Growth-delay	Imaging_method	Category	DAP	GEN	RIF	Other_ABX
CI1373	49.09202816	711.3073768	10.77729986	0.131019197	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.43320693	670.661241	12.19394677	1.547666104	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.08651288	650.3381731	11.0562496	0.409968938	TL	Prothesis	D-	G-	R-	ABX-
CI1373	32.31366618	548.7228335	11.12311083	0.476830168	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.77137147	792.5996484	9.813106627	-0.833174039	TL	Prothesis	D-	G-	R-	ABX-
CI1373	37.9395239	690.9843089	9.132744851	-1.513535815	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.13666356	751.9535126	10.84436753	0.198086864	TL	Prothesis	D-	G-	R-	ABX-
CI1373	63.99704954	853.5688522	13.22157536	2.575294694	TL	Prothesis	D-	G-	R-	ABX-
CI1373	33.38748135	609.6920373	10.73935281	0.093072141	TL	Prothesis	D-	G-	R-	ABX-
CI1373	44.29487562	548.7228335	13.17655026	2.530269596	TL	Prothesis	D-	G-	R-	ABX-
CI1373	39.5677545	670.661241	8.770838834	-1.875441832	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.58128609	792.5996484	12.72016688	2.07388621	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	28.81209498	487.7536298	10.06149874	-0.584781927	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.99692139	670.661241	11.79288663	1.146605962	TL	Prothesis	D-	G-	R-	ABX-
CI1373	37.2217018	569.0459014	12.95987661	2.313595945	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.03745238	670.661241	11.91606561	1.269784944	TL	Prothesis	D-	G-	R-	ABX-
CI1373	41.91964316	630.0151052	10.70766987	0.061389203	TL	Prothesis	D-	G-	R-	ABX-
CI1373	39.90623972	569.0459014	13.89173651	3.245455846	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.86506738	650.3381731	11.65555577	1.009275101	TL	Prothesis	D-	G-	R-	ABX-
CI1373	43.71711637	690.9843089	10.04735302	-0.598927646	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.83460492	873.8919201	10.16933277	-0.476947892	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.15827584	650.3381731	13.7519664	3.105685734	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.34124256	731.6304447	12.83509842	2.188817755	TL	Prothesis	D-	G-	R-	ABX-
CI1373	44.42326656	548.7228335	15.28049558	4.634214909	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.53004523	772.2765805	9.562036724	-1.084243942	TL	Prothesis	D-	G-	R-	ABX-
CI1373	35.54094763	589.3689693	11.45258444	0.806303776	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.56884469	731.6304447	10.12433807	-0.521942599	TL	Prothesis	D-	G-	R-	ABX-
CI1373	37.45513988	569.0459014	13.19168765	2.545406987	TL	Prothesis	D-	G-	R-	ABX-
CI1373	35.69268238	569.0459014	12.13017469	1.483894021	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.64060764	690.9843089	10.97536252	0.329081854	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.19880682	670.661241	14.3929103	3.74662963	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.02372826	751.9535126	12.40842013	1.762139466	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.26095009	792.5996484	10.05911676	-0.587163905	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.73808729	690.9843089	11.69144246	1.045161798	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.5547999	812.9227163	11.39559686	0.749316191	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.98146574	650.3381731	12.6965694	2.050288732	TL	Prothesis	D-	G-	R-	ABX-
CI1373	41.1726413	569.0459014	14.50447152	3.858190852	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.49881326	772.2765805	9.482973078	-1.163307588	TL	Prothesis	D-	G-	R-	ABX-
CI1373	68.25145854	1036.476463	8.871492342	-1.774788324	TL	Prothesis	D-	G-	R-	ABX-
CI1373	32.83306591	650.3381731	10.23834511	-0.407935553	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.69152783	853.5688522	13.25224589	2.605965225	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.6794071	589.3689693	16.2503784	5.604097734	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.31475636	711.3073768	9.616977375	-1.029303292	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.67972777	711.3073768	9.743036973	-0.903243693	TL	Prothesis	D-	G-	R-	ABX-
CI1373	33.27659826	528.3997656	13.30513563	2.658854965	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.97325691	731.6304447	11.25551464	0.609233976	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.13384185	467.4305619	17.44285948	6.796578818	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.99345832	690.9843089	10.97903263	0.332751962	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.83287338	772.2765805	11.72697178	1.08069111	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.15936602	731.6304447	12.16682344	1.520542777	TL	Prothesis	D-	G-	R-	ABX-
CI1373	38.89078407	508.0766977	15.55215528	4.905874611	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.37766913	731.6304447	12.45771663	1.811435962	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.66048838	670.661241	10.86364899	0.217368324	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.53382897	772.2765805	9.354487423	-1.291793243	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.50022412	792.5996484	9.785711755	-0.860568911	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.05669177	731.6304447	11.28458544	0.638304772	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.50086547	772.2765805	9.284444329	-1.361836337	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.07561048	853.5688522	11.13483478	0.488554117	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.42467742	751.9535126	12.82590639	2.179625723	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.90290481	792.5996484	10.93759808	0.291317411	TL	Prothesis	D-	G-	R-	ABX-
CI1373	34.5605077	467.4305619	16.37666927	5.730388607	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.01648146	751.9535126	10.18575125	-0.460529418	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.81979062	792.5996484	10.98953959	0.343258919	TL	Prothesis	D-	G-	R-	ABX-
CI1373	43.37863116	731.6304447	9.864470475	-0.781810191	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.28461457	792.5996484	10.63130865	-0.014972012	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.39344545	812.9227163	8.953447559	-1.692833107	TL	Prothesis	D-	G-	R-	ABX-
CI1373	59.55005412	914.5380559	9.963578377	-0.682702289	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.89533732	772.2765805	10.64783686	0.001556192	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.8253059	894.214988	9.908906794	-0.737373872	TL	Prothesis	D-	G-	R-	ABX-
CI1373	41.27768844	528.3997656	16.20171862	5.555437956	TL	Prothesis	D-	G-	R-	ABX-
CI1373	46.22657573	772.2765805	9.930098639	-0.716182027	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.40543803	812.9227163	9.252291252	-1.393989414	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.72987846	711.3073768	11.8447523	1.198471633	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.5620467	833.2457842	11.59039271	0.944112039	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.52658216	630.0151052	13.43187971	2.785599046	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.26364365	792.5996484	10.60213677	-0.044143897	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.9880712	934.8611238	10.16109281	-0.485187852	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.0254598	650.3381731	15.12635611	4.480075441	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.58981561	731.6304447	12.12365654	1.477375873	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.81979062	772.2765805	11.24175982	0.595479151	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.57782303	873.8919201	10.4941704	-0.152110266	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.69864649	894.214988	9.915736145	-0.730544521	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.21047873	873.8919201	10.35660534	-0.28967533	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.40543803	772.2765805	9.783785649	-0.862495017	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.89501664	873.8919201	9.882583768	-0.763696898	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.11222957	690.9843089	11.33611647	0.689835801	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.4418646	833.2457842	10.42289207	-0.223388596	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.37561692	751.9535126	12.7667422	2.120461534	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.62720421	751.9535126	12.1612532	1.514972532	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.04059477	914.5380559	10.75205087	0.1057702	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.34816869	853.5688522	11.048682	0.402401332	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.98005489	711.3073768	10.56041095	-0.085869712	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.76630502	812.9227163	12.45703478	1.810754114	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.33303372	650.3381731	14.67958577	4.033305105	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.98492881	833.2457842	10.14676338	-0.499517286	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.5238886	772.2765805	10.00231356	-0.643967106	TL	Prothesis	D-	G-	R-	ABX-
CI1373	33.35246563	528.3997656	10.62706217	-0.019218495	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.03572084	772.2765805	11.83000408	1.183723414	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.52703099	711.3073768	14.69277879	4.046498127	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.19059799	751.9535126	13.25767979	2.611399123	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.3502209	853.5688522	10.91784445	0.271563787	TL	Prothesis	D-	G-	R-	ABX-
CI1373	63.60020481	934.8611238	11.21200761	0.565726942	TL	Prothesis	D-	G-	R-	ABX-
CI1373	68.560764	833.2457842	14.06054846	3.414267793	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.53556051	711.3073768	11.79691983	1.150639165	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.68081795	955.1841917	9.748553991	-0.897726675	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.2585772	873.8919201	11.29671747	0.650436802	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.9499131	833.2457842	10.00986534	-0.636415326	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.6303466	690.9843089	14.75717419	4.110893523	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.79785767	812.9227163	11.39202513	0.745744463	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.04046662	243.8768149	23.00667742	12.36039675	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.39517698	812.9227163	11.40516828	0.75888761	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.31347365	812.9227163	11.51231876	0.866038092	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.80952957	894.214988	10.00087815	-0.645402511	TL	Prothesis	D-	G-	R-	ABX-
CI1373	60.18617289	853.5688522	12.18901365	1.542732985	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.09690208	853.5688522	11.13698871	0.490708047	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.40274447	853.5688522	11.31866688	0.672386214	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.55544125	589.3689693	14.78201253	4.135731868	TL	Prothesis	D-	G-	R-	ABX-
CI1373	62.53806154	975.5072596	10.77464831	0.128367642	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.30180175	812.9227163	11.96216201	1.315881342	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.32168249	812.9227163	10.31146821	-0.334812458	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.06252772	650.3381731	14.89891498	4.252634311	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.12608184	853.5688522	11.40471126	0.758430594	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.09042477	894.214988	12.88467961	2.238398939	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.80164141	873.8919201	10.57954168	-0.066738989	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.00006378	812.9227163	11.7668993	1.120618636	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.18950781	751.9535126	11.66968852	1.023407853	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.43570797	914.5380559	10.28506606	-0.361214606	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.93003236	833.2457842	10.94062422	0.294343554	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.7995892	853.5688522	11.36458269	0.718302022	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.79612614	873.8919201	9.305384906	-1.34089576	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.27877862	873.8919201	9.974434383	-0.671846283	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.91662892	853.5688522	10.49711701	-0.149163653	TL	Prothesis	D-	G-	R-	ABX-
CI1373	34.22202248	731.6304447	7.644959703	-3.001320963	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.9338161	812.9227163	11.85320629	1.206925628	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.9997431	873.8919201	10.95557073	0.309290069	TL	Prothesis	D-	G-	R-	ABX-
CI1373	61.05572974	812.9227163	12.85964555	2.213364887	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.54896394	894.214988	9.528369903	-1.117910763	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.09626073	833.2457842	12.87650273	2.230222062	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.84281375	772.2765805	11.13744921	0.491168542	TL	Prothesis	D-	G-	R-	ABX-
CI1373	65.14673208	772.2765805	14.10719206	3.460911398	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.29250273	711.3073768	11.0935264	0.447245738	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.80638718	792.5996484	10.51494976	-0.131330906	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.08413999	792.5996484	10.66250573	0.016225065	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.65574261	812.9227163	11.85696069	1.210680023	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.77040944	853.5688522	11.2536089	0.607328235	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.38145287	873.8919201	10.5554318	-0.090848869	TL	Prothesis	D-	G-	R-	ABX-
CI1373	41.70371293	812.9227163	7.989398446	-2.65688222	TL	Prothesis	D-	G-	R-	ABX-
CI1373	67.11928386	914.5380559	12.57155552	1.925274856	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.76489417	772.2765805	12.68823204	2.041951372	TL	Prothesis	D-	G-	R-	ABX-
CI1373	52.82120148	833.2457842	11.06509206	0.418811395	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.27294267	812.9227163	11.03919548	0.392914813	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.74674496	934.8611238	10.44807616	-0.198204505	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.8092089	853.5688522	11.53935346	0.893072793	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.55826296	914.5380559	10.02531711	-0.620963556	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.95715991	955.1841917	9.724969505	-0.921311161	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.6536904	955.1841917	9.444167814	-1.202112852	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.22182996	853.5688522	10.88469839	0.238417727	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.12024589	873.8919201	11.23421872	0.587938058	TL	Prothesis	D-	G-	R-	ABX-
CI1373	68.33899782	975.5072596	11.89189572	1.245615054	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.42987202	914.5380559	10.14773065	-0.498550011	TL	Prothesis	D-	G-	R-	ABX-
CI1373	59.79516411	853.5688522	11.9730702	1.326789537	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.77483454	792.5996484	11.75779732	1.111516656	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.4587311	914.5380559	11.17008899	0.523808329	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.23048762	873.8919201	13.17262669	2.526346021	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.57987524	833.2457842	11.48963717	0.843356503	TL	Prothesis	D-	G-	R-	ABX-
CI1373	60.1978448	853.5688522	12.11342293	1.467142264	TL	Prothesis	D-	G-	R-	ABX-
CI1373	62.15288871	934.8611238	11.77432926	1.128048591	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.53081474	731.6304447	14.46303775	3.816757088	TL	Prothesis	D-	G-	R-	ABX-
CI1373	67.08426815	1036.476463	10.1085902	-0.537690464	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.72070759	934.8611238	11.44897738	0.802696714	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.91727027	711.3073768	11.79003142	1.143750756	TL	Prothesis	D-	G-	R-	ABX-
CI1373	44.91348653	812.9227163	9.966953038	-0.679327628	TL	Prothesis	D-	G-	R-	ABX-
CI1373	43.51285805	751.9535126	11.41073758	0.764456918	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.12435031	873.8919201	11.59643275	0.950152088	TL	Prothesis	D-	G-	R-	ABX-
CI1373	67.42275336	853.5688522	13.08016374	2.433883075	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.47957387	731.6304447	11.01632073	0.37004006	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.11678282	751.9535126	11.65133654	1.005055869	TL	Prothesis	D-	G-	R-	ABX-
CI1373	24.81446787	589.3689693	10.24435367	-0.401926994	TL	Prothesis	D-	G-	R-	ABX-
CI1373	18.82678113	345.4921544	16.72841445	6.082133784	TL	Prothesis	D-	G-	R-	ABX-
CI1373	59.322452	792.5996484	11.74806698	1.101786318	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.95260666	711.3073768	10.71183215	0.065551481	TL	Prothesis	D-	G-	R-	ABX-
CI1373	62.76566367	975.5072596	10.5813693	-0.06491137	TL	Prothesis	D-	G-	R-	ABX-
CI1373	55.99012341	833.2457842	11.78155478	1.135274114	TL	Prothesis	D-	G-	R-	ABX-
CI1373	67.61533978	1036.476463	10.87781605	0.23153538	TL	Prothesis	D-	G-	R-	ABX-
CI1373	66.41896962	1036.476463	11.00709006	0.360809397	TL	Prothesis	D-	G-	R-	ABX-
CI1373	56.92971168	955.1841917	10.22293555	-0.423345113	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.7440514	873.8919201	12.36871368	1.722433011	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.10575227	812.9227163	9.70562284	-0.940657826	TL	Prothesis	D-	G-	R-	ABX-
CI1373	51.96331654	792.5996484	10.91424738	0.267966713	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.54139646	772.2765805	10.16401086	-0.482269804	TL	Prothesis	D-	G-	R-	ABX-
CI1373	65.1934197	833.2457842	13.00982667	2.363546	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.95812194	711.3073768	12.06806451	1.421783844	TL	Prothesis	D-	G-	R-	ABX-
CI1373	60.30289193	812.9227163	11.70626969	1.05998902	TL	Prothesis	D-	G-	R-	ABX-
CI1373	54.25684567	934.8611238	8.903749401	-1.742531265	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.65651212	812.9227163	14.17585916	3.529578494	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.26537518	772.2765805	11.16296052	0.516679857	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.27056978	853.5688522	10.62320211	-0.023078561	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.45481921	690.9843089	9.867200801	-0.779079865	TL	Prothesis	D-	G-	R-	ABX-
CI1373	19.22946181	325.1690865	17.60590555	6.959624887	TL	Prothesis	D-	G-	R-	ABX-
CI1373	37.97453961	589.3689693	12.75743091	2.111150248	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	62.47970202	812.9227163	12.69612512	2.049844451	TL	Prothesis	D-	G-	R-	ABX-
CI1373	33.36997349	711.3073768	10.44905935	-0.197221316	TL	Prothesis	D-	G-	R-	ABX-
CI1373	38.04457103	630.0151052	9.952460309	-0.693820357	TL	Prothesis	D-	G-	R-	ABX-
CI1373	11.03578522	203.2306791	23.14685058	12.50056991	TL	Prothesis	D-	G-	R-	ABX-
CI1373	41.98383863	690.9843089	10.3514612	-0.294819462	TL	Prothesis	D-	G-	R-	ABX-
CI1373	35.06239957	630.0151052	10.36789727	-0.278383395	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.11299908	751.9535126	12.14677774	1.500497079	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	42.28730813	670.661241	11.90579798	1.259517311	TL	Prothesis	D-	G-	R-	ABX-
CI1373	38.19046983	670.661241	10.21361859	-0.43266208	TL	Prothesis	D-	G-	R-	ABX-
CI1373	39.32848047	569.0459014	13.4453647	2.799084035	TL	Prothesis	D-	G-	R-	ABX-
CI1373	4.347784234	162.5845433	27.1519797	16.50569904	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.61630181	772.2765805	11.44888253	0.802601866	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	44.65086869	690.9843089	10.3070166	-0.33926407	TL	Prothesis	D-	G-	R-	ABX-
CI1373	47.79061086	772.2765805	9.611611651	-1.034669015	TL	Prothesis	D-	G-	R-	ABX-
CI1373	50.28256236	670.661241	12.16624051	1.519959848	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	39.28179286	751.9535126	8.072588835	-2.573691831	TL	Prothesis	D-	G-	R-	ABX-
CI1373	61.94863039	812.9227163	12.98992606	2.343645391	TL	Prothesis	D-	G-	R-	ABX-
CI1373	40.33226422	772.2765805	8.644315623	-2.001965043	TL	Prothesis	D-	G-	R-	ABX-
CI1373	58.55210633	751.9535126	13.64171674	2.995436073	TL	Prothesis	D-	G-	R-	ABX-
CI1373	62.73064796	894.214988	11.78825679	1.141976123	TL	Prothesis	D-	G-	R-	ABX-
CI1373	49.61726383	833.2457842	10.66563335	0.01935268	TL	Prothesis	D-	G-	R-	ABX-
CI1373	39.6903095	792.5996484	9.450164061	-1.196116605	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.40242379	711.3073768	14.45696474	3.810684077	TL	Prothesis	D-	G-	R-	ABX-
CI1373	43.40197496	609.6920373	14.72968421	4.083403545	TL	Prothesis	D-	G-	R-	ABX-
CI1373	60.37292336	751.9535126	14.84861367	4.202333004	TL	Prothesis	D-	G-	R-	ABX-
CI1373	48.38587796	670.661241	12.65772881	2.011448141	TL	Prothesis	D-	G-	R-	ABX-
CI1373	36.46302804	630.0151052	9.538233156	-1.10804751	TL	Prothesis	D-	G-	R-	ABX-
CI1373	64.79073901	812.9227163	13.21294469	2.566664025	TL	Prothesis	D-	G-	R-	ABX-
CI1373	60.97402641	833.2457842	12.47426787	1.827987208	TL	Prothesis	D-	G-	R-	ABX-
CI1373	53.08381932	853.5688522	9.606854062	-1.039426604	TL	Prothesis	D-	G-	R-	ABX-
CI1373	NA	NA	NA	NA	TL	Prothesis	D-	G-	R-	ABX-
CI1373	57.15147786	792.5996484	12.8350788	2.188798137	TL	Prothesis	D-	G-	R-	ABX-
CI1373	45.40954245	812.9227163	9.789861073	-0.856419593	TL	Prothesis	D-	G-	R-	ABX-
CI1373	31.14063983	569.0459014	10.79891358	0.152632914	TL	Prothesis	D-	G-	R-	ABX-
CI1375	68.60322161	700.8398774	16.46927623	7.390682198	TL	Prothesis	D-	G-	R-	ABX-
CI1375	62.74746465	901.0798423	12.15171338	3.073119347	TL	Prothesis	D-	G-	R-	ABX-
CI1375	69.13687434	775.9298642	15.3224566	6.243862569	TL	Prothesis	D-	G-	R-	ABX-
CI1375	68.31476068	1026.22982	11.22895508	2.150361044	TL	Prothesis	D-	G-	R-	ABX-
CI1375	67.72341576	1001.199825	11.42628312	2.347689087	TL	Prothesis	D-	G-	R-	ABX-
CI1375	70.36283331	1051.259816	11.30816079	2.229566752	TL	Prothesis	D-	G-	R-	ABX-
CI1375	67.06716714	1101.319807	9.735615569	0.657021535	TL	Prothesis	D-	G-	R-	ABX-
CI1375	71.38686962	1176.409794	9.334147367	0.255553333	TL	Prothesis	D-	G-	R-	ABX-
CI1375	71.24985068	1151.379799	9.836274439	0.757680405	TL	Prothesis	D-	G-	R-	ABX-
CI1375	67.12485932	1126.349803	9.455958114	0.37736408	TL	Prothesis	D-	G-	R-	ABX-
CI1375	69.63446945	1126.349803	9.737751117	0.659157084	TL	Prothesis	D-	G-	R-	ABX-
CI1375	73.09600066	1201.43979	9.308871822	0.230277788	TL	Prothesis	D-	G-	R-	ABX-
CI1375	74.12724849	1176.409794	9.715331399	0.636737366	TL	Prothesis	D-	G-	R-	ABX-
CI1375	67.65851205	1076.289812	10.08124332	1.002649282	TL	Prothesis	D-	G-	R-	ABX-
CI1375	68.92052864	1126.349803	9.71452598	0.635931946	TL	Prothesis	D-	G-	R-	ABX-
CI1375	68.9710093	1126.349803	9.738957701	0.660363668	TL	Prothesis	D-	G-	R-	ABX-
CI1375	74.50945923	1301.559772	7.562610478	-1.515983556	TL	Prothesis	D-	G-	R-	ABX-
CI1375	68.81235579	1176.409794	8.472897868	-0.605696166	TL	Prothesis	D-	G-	R-	ABX-
CI1375	74.22820982	1251.499781	8.650188619	-0.428405415	TL	Prothesis	D-	G-	R-	ABX-
CI1375	63.69217421	675.8098818	16.24102409	7.162430059	TL	Prothesis	D-	G-	R-	ABX-
CI1375	63.12246387	1026.22982	9.947929257	0.869335223	TL	Prothesis	D-	G-	R-	ABX-
CI1379	31.6790328	99.57674608	26.52083478	16.48905232	TL	Prothesis	D-	G-	R-	ABX-
CI1379	63.26052104	955.9367624	11.21412204	1.182339583	TL	Prothesis	D-	G-	R-	ABX-
