CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1380,patient,EP,17,2066.53303964758,2374.85315712188,NaN,NaN,44.466269841607,NaN,NaN,3,48
CI1380,patient,EP,18,1958.37444933921,2210.61233480176,NaN,NaN,74.7214682333913,NaN,NaN,3,48
CI1380,patient,EP,19,1770.09838472834,2246.66519823789,NaN,NaN,62.9170092051593,NaN,NaN,3,48
CI1380,patient,EP,20,1635.90161527166,2082.42437591777,NaN,NaN,78.9146658480534,NaN,NaN,3,48
CI1380,patient,EP,21,2595.41262848752,2442.46255506608,NaN,NaN,62.4321547464801,NaN,NaN,3,48
CI1380,patient,EP,22,2180.8751835536,2725.18942731278,NaN,NaN,62.3996971644857,NaN,NaN,3,48
CI1380,patient,EP,23,3076.18795888399,2929.48898678414,NaN,NaN,70.4800207468744,NaN,NaN,3,48
CI1380,patient,EP,24,3000.07635829662,2963.5389133627,NaN,NaN,70.4512709921613,NaN,NaN,3,48
CI1380,patient,EP,25,3490.67400881057,2863.58883994126,NaN,NaN,70.4800207468744,NaN,NaN,3,48
CI1380,patient,EP,26,3474.65051395007,2921.67400881057,NaN,NaN,70.9098683224944,NaN,NaN,3,48
CI1380,patient,EP,27,3387.31938325991,2099.26505139501,NaN,NaN,85.6012378100815,NaN,NaN,3,48
CI1380,patient,EP,1,3334.27459618209,1355.28340675477,NaN,NaN,82.6267633161807,NaN,NaN,4,48
