CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1497,patient,EP,1,1653.91629955947,1118.76211453744,42359.4134669327,28653.2679999914,40.0898654569738,1026.76488960051,25.6115823262733,1,24
CI1497,patient,EP,2,2623.07929515418,1204.66519823789,67181.2113161844,30853.381900266,37.1065721601667,950.358027725911,25.6115823262733,1,24
CI1497,patient,EP,3,3611.85022026432,1452.80176211454,92505.199266468,37208.5519341514,47.3212030207225,1211.97088694353,25.6115823262733,1,24
CI1497,patient,EP,4,3199.95594713656,2140.02643171806,81955.935180536,54809.4631363481,45.6343786803044,1168.76864647895,25.6115823262733,1,24
CI1497,patient,EP,5,3576.61894273128,2237.99339207048,91602.8705014708,57318.5520066689,36.5075029442431,935.014917183149,25.6115823262733,1,24
CI1497,patient,EP,6,3517.14757709251,2272.13436123348,90079.7147243576,58192.9562490857,35.7274105618538,915.035516909486,25.6115823262733,1,24
CI1497,patient,EP,7,3502.58810572687,2717.37665198238,89706.8236248495,69596.3158337397,39.131156887648,1002.21084615031,25.6115823262733,1,24
CI1497,patient,EP,8,3899.28414096916,2963.35462555066,99866.8367899637,75896.2009542336,31.480523228776,806.266012347956,25.6115823262733,1,24
CI1497,patient,EP,9,3456.55286343612,2924.80837004405,88527.7882270101,74908.9703579566,37.890600406292,970.438231697673,25.6115823262733,1,24
CI1497,patient,EP,10,2962.41629955947,2560.26211453745,75872.1689408614,65572.3639233144,37.1230749727058,950.780690867872,25.6115823262733,1,24
CI1497,patient,EP,11,2217.28854625551,2940.46035242291,56788.2681435258,75309.842393222,36.941138558019,946.121011404974,25.6115823262733,1,24
