CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1374,patient,EP,49,2168,2415,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,50,2132,2429,NaN,NaN,24,NaN,NaN,2,48
CI1374,patient,EP,51,2150,1719,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,52,2149,954,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,53,2153,2570,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,54,2158,2893,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,55,2166,1043,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,56,2170,1547,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,57,2207,1536,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,58,2237,1305,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,59,2223,1332,NaN,NaN,24,NaN,NaN,2,48
CI1374,patient,EP,60,2227,1590,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,61,2226,2463,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,62,2232,1852,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,63,2244,1626,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,64,2252,2372,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,65,2228,2362,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,66,2233,2158,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,67,2261,2977,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,68,2263,2787,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,69,2279,2040,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,70,2286,1201,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,71,2291,799,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,72,2293,2450,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,73,2280,1845,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,74,2309,2119,NaN,NaN,47,NaN,NaN,2,48
CI1374,patient,EP,75,2314,1575,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,76,2304,2255,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,77,2330,1619,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,78,2340,788,NaN,NaN,45,NaN,NaN,2,48
CI1374,patient,EP,79,2349,2706,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,80,2339,2266,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,81,2341,1868,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,82,2350,2022,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,83,2349,2387,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,84,2410,3027,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,85,2411,1273,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,86,2434,1507,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,87,2439,2477,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,88,2449,2081,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,89,2432,2299,NaN,NaN,22,NaN,NaN,2,48
CI1374,patient,EP,90,2458,1056,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,91,2456,1228,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,92,2466,2535,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,93,2498,2551,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,94,2470,1547,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,95,2461,2346,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,96,2474,1178,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,97,2486,2313,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,98,2500,2930,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,99,2495,1847,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,100,2509,953,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,101,2492,1613,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,102,2528,688,NaN,NaN,48,NaN,NaN,2,48
CI1374,patient,EP,103,2534,1449,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,104,2566,3075,NaN,NaN,56,NaN,NaN,2,48
CI1374,patient,EP,105,2552,1843,NaN,NaN,44,NaN,NaN,2,48
CI1374,patient,EP,106,2565,1142,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,107,2586,1127,NaN,NaN,31,NaN,NaN,2,48
CI1374,patient,EP,108,2577,730,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,109,2570,964,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,110,2593,2252,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,111,2603,2330,NaN,NaN,43,NaN,NaN,2,48
CI1374,patient,EP,112,2589,2359,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,113,2600,2763,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,114,2617,929,NaN,NaN,42,NaN,NaN,2,48
CI1374,patient,EP,115,2628,1205,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,116,2633,2057,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,117,2643,1906,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,118,2651,2807,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,119,2657,2302,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,120,2669,1052,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,121,2664,1953,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,122,2670,2401,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,123,2690,703,NaN,NaN,47,NaN,NaN,2,48
CI1374,patient,EP,124,2680,1407,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,125,2669,2198,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,126,2706,1603,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,127,2719,2389,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,128,2741,2920,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,129,2746,1481,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,130,2744,1053,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,131,2747,1564,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,132,2752,1726,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,133,2752,2716,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,134,2755,757,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,135,2747,2768,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,136,2785,2812,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,137,2760,2817,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,138,2789,3058,NaN,NaN,43,NaN,NaN,2,48
CI1374,patient,EP,139,2805,2438,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,140,2820,1576,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,141,2798,1590,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,142,2802,985,NaN,NaN,26,NaN,NaN,2,48
CI1374,patient,EP,143,2814,2109,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,144,2811,2932,NaN,NaN,31,NaN,NaN,2,48
CI1374,patient,EP,145,2814,1395,NaN,NaN,31,NaN,NaN,2,48
CI1374,patient,EP,146,2821,886,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,147,2829,2013,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,148,2830,2717,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,149,2831,1119,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,150,2854,1295,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,151,2863,2577,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,152,2859,1107,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,153,2874,1438,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,154,2897,2849,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,155,2920,721,NaN,NaN,47,NaN,NaN,2,48
CI1374,patient,EP,156,2917,2954,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,157,2918,2055,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,158,2921,1518,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,159,2916,1022,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,160,2931,2378,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,161,2939,2355,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,162,2951,1092,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,163,2960,1419,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,164,2948,2942,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,165,2968,881,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,166,2975,2717,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,167,2999,2711,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,168,2993,993,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,169,2993,1102,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,170,3016,1834,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,171,3024,2566,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,172,3052,2794,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,173,3023,2790,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,174,3028,1723,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,175,3044,2610,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,176,3056,2913,NaN,NaN,42,NaN,NaN,2,48
CI1374,patient,EP,177,3057,1342,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,178,3044,2713,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,179,3069,1911,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,180,3104,1911,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,181,3063,865,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,182,3074,1396,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,183,3080,1086,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,184,3072,1064,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,185,3098,1805,NaN,NaN,43,NaN,NaN,2,48
CI1374,patient,EP,186,3117,1783,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,187,3097,2557,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,188,3102,1024,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,189,3106,2735,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,190,3132,1996,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,191,3134,1692,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,192,3138,2552,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,193,3160,2845,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,194,3175,828,NaN,NaN,50,NaN,NaN,2,48
CI1374,patient,EP,195,3152,1001,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,196,3166,949,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,197,3186,2289,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,198,3176,2472,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,199,3196,2486,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,200,3201,2735,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,201,3205,1093,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,202,3196,2845,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,203,3220,2840,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,204,3221,1366,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,205,3233,2770,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,206,3239,1551,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,207,3254,2913,NaN,NaN,37,NaN,NaN,2,48
CI1374,patient,EP,208,3274,1680,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,209,3279,2344,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,210,3280,1427,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,211,3290,2500,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,212,3302,989,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,213,3308,1378,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,214,3307,1093,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,215,3335,2526,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,216,3328,2771,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,217,3322,1697,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,218,3333,1141,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,219,3350,2359,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,220,3391,984,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,221,3349,1003,NaN,NaN,26,NaN,NaN,2,48
CI1374,patient,EP,222,3364,1224,NaN,NaN,23,NaN,NaN,2,48
CI1374,patient,EP,223,3380,1340,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,224,3385,1504,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,225,3399,2781,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,226,3397,1033,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,227,3411,1892,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,228,3413,1106,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,229,3417,2711,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,230,3421,1534,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,231,3427,1389,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,232,3441,2338,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,233,3463,2258,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,234,3443,2282,NaN,NaN,32,NaN,NaN,2,48
CI1374,patient,EP,235,3448,1655,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,236,3453,1165,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,237,3462,1769,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,238,3461,1915,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,239,3485,1407,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,240,3515,1870,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,241,3489,1848,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,242,3500,1285,NaN,NaN,22,NaN,NaN,2,48
CI1374,patient,EP,243,3512,2118,NaN,NaN,26,NaN,NaN,2,48
CI1374,patient,EP,244,3502,2477,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,245,3512,2347,NaN,NaN,22,NaN,NaN,2,48
CI1374,patient,EP,246,3519,2411,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,247,3535,1237,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,248,3565,1744,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,249,3571,1178,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,250,3576,2557,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,251,3607,2578,NaN,NaN,26,NaN,NaN,2,48
CI1374,patient,EP,252,3592,2181,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,253,3606,2737,NaN,NaN,46,NaN,NaN,2,48
CI1374,patient,EP,254,3602,2324,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,255,3618,2625,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,256,3636,2399,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,257,3641,1358,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,258,3647,1841,NaN,NaN,36,NaN,NaN,2,48
CI1374,patient,EP,259,3642,1406,NaN,NaN,30,NaN,NaN,2,48
CI1374,patient,EP,260,3655,2687,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,261,3669,1602,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,262,3674,1232,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,263,3716,1233,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,264,3680,1202,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,265,3670,2268,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,266,3696,2418,NaN,NaN,43,NaN,NaN,2,48
CI1374,patient,EP,267,3704,1319,NaN,NaN,33,NaN,NaN,2,48
CI1374,patient,EP,268,3713,2212,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,269,3748,2281,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,270,3730,2111,NaN,NaN,25,NaN,NaN,2,48
CI1374,patient,EP,271,3764,1264,NaN,NaN,48,NaN,NaN,2,48
CI1374,patient,EP,272,3752,1395,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,273,3745,1843,NaN,NaN,20,NaN,NaN,2,48
CI1374,patient,EP,274,3755,2066,NaN,NaN,22,NaN,NaN,2,48
CI1374,patient,EP,275,3781,1946,NaN,NaN,35,NaN,NaN,2,48
CI1374,patient,EP,276,3778,1903,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,277,3791,2040,NaN,NaN,39,NaN,NaN,2,48
CI1374,patient,EP,278,3796,1490,NaN,NaN,34,NaN,NaN,2,48
CI1374,patient,EP,279,3813,2100,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,280,3821,1707,NaN,NaN,28,NaN,NaN,2,48
CI1374,patient,EP,281,3858,1541,NaN,NaN,47,NaN,NaN,2,48
CI1374,patient,EP,282,3853,1958,NaN,NaN,38,NaN,NaN,2,48
CI1374,patient,EP,283,3879,1608,NaN,NaN,40,NaN,NaN,2,48
CI1374,patient,EP,284,3887,2111,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,285,3932,1894,NaN,NaN,53,NaN,NaN,2,48
CI1374,patient,EP,286,3909,1862,NaN,NaN,29,NaN,NaN,2,48
CI1374,patient,EP,287,3964,1871,NaN,NaN,27,NaN,NaN,2,48
CI1374,patient,EP,288,3950,1803,NaN,NaN,55,NaN,NaN,2,48
CI1374,patient,EP,289,3945,2355,NaN,NaN,41,NaN,NaN,2,48
CI1374,patient,EP,290,3872.14353891336,1457.01872246696,NaN,NaN,11.9296844015404,NaN,NaN,2,48
CI1374,patient,EP,291,3697.03781204112,1744.23311306902,NaN,NaN,15.138578125027,NaN,NaN,2,48
CI1374,patient,EP,292,3183.48384728341,2632.40455212922,NaN,NaN,18.5579607138577,NaN,NaN,2,48
