CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Time
CI1475,exponential,TL,1,3377,2195,85644.2180175938,55667.4736596442,0,0,25.3610358358288,1,0
CI1475,exponential,TL,2,3341,2473,84731.220727504,62717.8416220046,0,0,25.3610358358288,1,0
CI1475,exponential,TL,3,2929,1913,74282.4739631425,48515.6615539405,0,0,25.3610358358288,1,0
CI1475,exponential,TL,4,2602,1470,65989.4152448265,37280.7226786683,0,0,25.3610358358288,1,0
CI1475,exponential,TL,5,3144,2602,79735.0966678457,65989.4152448265,0,0,25.3610358358288,1,0
CI1475,exponential,TL,6,2900,2018,73547.0039239035,51178.5703167025,0,0,25.3610358358288,1,0
CI1475,exponential,TL,7,2636,1330,66851.6904632447,33730.1776616523,0,0,25.3610358358288,1,0
CI1475,exponential,TL,8,2636,1718,66851.6904632447,43570.2595659538,0,0,25.3610358358288,1,0
CI1475,exponential,TL,9,2564,1592,65025.695883065,40374.7690506394,0,0,25.3610358358288,1,0
CI1475,exponential,TL,10,2567,1897,65101.7789905725,48109.8849805672,0,0,25.3610358358288,1,0
CI1475,exponential,TL,11,3231,2122,81941.5067855628,53816.1180436287,0,0,25.3610358358288,1,0
CI1475,exponential,TL,12,3473,2178,88078.8774578334,55236.3360504351,0,0,25.3610358358288,1,0
CI1475,exponential,TL,13,2216,1332,56200.0554121966,33780.8997333239,0,0,25.3610358358288,1,0
CI1475,exponential,TL,14,3305,1762,83818.2234374141,44686.1451427303,0,0,25.3610358358288,1,0
CI1475,exponential,TL,15,3079,1980,78086.6293385168,50214.850954941,0,0,25.3610358358288,1,0
CI1475,exponential,TL,16,1639,1300,41566.7377349234,32969.3465865774,0,0,25.3610358358288,1,0
CI1475,exponential,TL,17,2541,1147,64442.3920588409,29089.1081036956,0,0,25.3610358358288,1,0
CI1475,exponential,TL,18,1593,1123,40400.1300864752,28480.4432436357,0,0,25.3610358358288,1,0
CI1475,exponential,TL,19,3280,2551,83184.1975415184,64696.0024171992,0,0,25.3610358358288,1,0
CI1475,exponential,TL,20,2514,1419,63757.6440912736,35987.309851041,0,0,25.3610358358288,1,0
CI1475,exponential,TL,21,2844,2406,72126.7859170971,61018.652221004,0,0,25.3610358358288,1,0
CI1475,exponential,TL,22,2355,2295,59725.2393933768,58203.5772432271,0,0,25.3610358358288,1,0
CI1475,exponential,TL,23,2388,1201,60562.1535759591,30458.6040388304,0,0,25.3610358358288,1,0
CI1475,exponential,TL,24,3243,2368,82245.8392155927,60054.9328592426,0,0,25.3610358358288,1,0
CI1475,exponential,TL,25,1519,769,38523.4134346239,19502.6365577523,0,0,25.3610358358288,1,0
CI1475,exponential,TL,26,2791,1759,70782.6510177981,44610.0620352228,0,0,25.3610358358288,1,0
CI1475,exponential,TL,27,2715,1585,68855.2122942751,40197.2417997886,0,0,25.3610358358288,1,0
CI1475,exponential,TL,28,2776,1594,70402.2354802607,40425.4911223111,0,0,25.3610358358288,1,0
CI1475,exponential,TL,29,3382,2315,85771.0231967729,58710.7979599436,0,0,25.3610358358288,1,0
CI1475,exponential,TL,30,2164,2203,54881.2815487335,55870.3619463308,0,0,25.3610358358288,1,0
CI1475,exponential,TL,31,3022,2503,76641.0502958746,63478.6726970794,0,0,25.3610358358288,1,0
CI1475,exponential,TL,32,2304,1234,58431.8265657495,31295.5182214127,0,0,25.3610358358288,1,0
CI1475,exponential,TL,33,3019,1807,76564.9671883671,45827.3917553426,0,0,25.3610358358288,1,0
CI1475,exponential,TL,34,3175,2396,80521.2887787564,60765.0418626458,0,0,25.3610358358288,1,0
CI1475,exponential,TL,35,2155,621,54653.032226211,15749.2032540497,0,0,25.3610358358288,1,0
CI1475,exponential,TL,36,2488,1028,63098.257159542,26071.144839232,0,0,25.3610358358288,1,0
CI1475,exponential,TL,37,3570,2276,90538.8979339088,57721.7175623463,0,0,25.3610358358288,1,0
CI1475,exponential,TL,38,3593,2066,91122.2017581328,52395.9000368223,0,0,25.3610358358288,1,0
CI1475,exponential,TL,39,2969,2408,75296.9153965757,61069.3742926757,0,0,25.3610358358288,1,0
CI1475,exponential,TL,40,1784,787,45244.0879311185,19959.1352027973,0,0,25.3610358358288,1,0
CI1475,exponential,TL,41,3587,2137,90970.0355431178,54196.5335811661,0,0,25.3610358358288,1,0
CI1475,exponential,TL,42,2665,1079,67587.1605024837,27364.5576668593,0,0,25.3610358358288,1,0
CI1475,exponential,TL,43,3642,2096,92364.8925140884,53156.7311118971,0,0,25.3610358358288,1,0
CI1475,exponential,TL,44,1519,1000,38523.4134346239,25361.0358358288,0,0,25.3610358358288,1,0
CI1475,exponential,TL,45,3317,1617,84122.5558674441,41008.7949465351,0,0,25.3610358358288,1,0
CI1475,exponential,TL,46,2384,1908,60460.7094326158,48388.8563747613,0,0,25.3610358358288,1,0
CI1475,exponential,TL,47,3050,2371,77351.1592992778,60131.01596675,0,0,25.3610358358288,1,0
CI1475,exponential,TL,48,2313,1980,58660.075888272,50214.850954941,0,0,25.3610358358288,1,0
CI1475,exponential,TL,49,2408,1992,61069.3742926757,50519.1833849709,0,0,25.3610358358288,1,0
CI1475,exponential,TL,50,3242,1653,82220.4781797569,41921.792236625,0,0,25.3610358358288,1,0
CI1475,exponential,TL,51,3013,2806,76412.8009733521,71163.0665553356,0,0,25.3610358358288,1,0
CI1475,exponential,TL,52,1757,1462,44559.3399635512,37077.8343919817,0,0,25.3610358358288,1,0
CI1475,exponential,TL,53,1712,1463,43418.0933509389,37103.1954278175,0,0,25.3610358358288,1,0
CI1475,exponential,TL,54,2862,1797,72583.284562142,45573.7813969843,0,0,25.3610358358288,1,0
CI1475,exponential,TL,55,2915,1783,73927.4194614409,45218.7268952827,0,0,25.3610358358288,1,0
CI1475,exponential,TL,56,3445,2247,87368.7684544302,56986.2475231073,0,0,25.3610358358288,1,0
CI1475,exponential,TL,57,1518,1088,38498.0523987881,27592.8069893817,0,0,25.3610358358288,1,0
CI1475,exponential,TL,58,3090,2405,78365.6007327109,60993.2911851682,0,0,25.3610358358288,1,0
CI1475,exponential,TL,59,3513,2340,89093.3188912665,59344.8238558393,0,0,25.3610358358288,1,0
CI1475,exponential,TL,60,1535,825,38929.1900079972,20922.8545645587,0,0,25.3610358358288,1,0
CI1475,exponential,TL,61,2497,2904,63326.5064820645,73648.4480672468,0,0,25.3610358358288,1,0
CI1475,exponential,TL,62,2603,1034,66014.7762806623,26223.311054247,0,0,25.3610358358288,1,0
CI1475,exponential,TL,63,3544,1634,89879.5110021772,41439.9325557442,0,0,25.3610358358288,1,0
CI1475,exponential,TL,64,3600,872,91299.7290089836,22114.8232488427,0,0,25.3610358358288,1,0
CI1475,exponential,TL,65,3843,655,97462.46071709,16611.4784724679,0,0,25.3610358358288,1,0
CI1475,exponential,TL,66,3937,1653,99846.3980856579,41921.792236625,0,0,25.3610358358288,1,0
CI1475,exponential,TL,67,2827,542,71695.648307888,13745.6814230192,0,0,25.3610358358288,1,0
CI1475,exponential,TL,68,3586,2601,90944.674507282,65964.0542089907,0,0,25.3610358358288,1,0
CI1475,exponential,TL,69,3793,2114,96194.4089252986,53613.229756942,0,0,25.3610358358288,1,0
CI1475,exponential,TL,70,1564,1699,39664.6600472362,43088.3998850731,0,0,25.3610358358288,1,0
CI1475,exponential,TL,71,3129,928,79354.6811303083,23535.0412556491,0,0,25.3610358358288,1,0
CI1475,exponential,TL,72,3757,1862,95281.4116352087,47222.2487263132,0,0,25.3610358358288,1,0
CI1475,exponential,TL,73,1987,1194,50392.3782057918,30281.0767879796,0,0,25.3610358358288,1,0
CI1475,exponential,TL,74,2460,2979,62388.1481561388,75550.5257549339,0,0,25.3610358358288,1,0
CI1475,exponential,TL,75,3049,600,77325.798263442,15216.6215014973,0,0,25.3610358358288,1,0
CI1475,exponential,TL,76,4084,1324,103574.470353525,33578.0114466373,0,0,25.3610358358288,1,0
CI1475,exponential,TL,77,1947,695,49377.9367723586,17625.919905901,0,0,25.3610358358288,1,0
CI1475,exponential,TL,78,2048,1358,51939.4013917773,34440.2866650555,0,0,25.3610358358288,1,0
CI1475,exponential,TL,79,2130,2351,54019.0063303153,59623.7952500335,0,0,25.3610358358288,1,0
CI1475,exponential,TL,80,3516,756,89169.401998774,19172.9430918866,0,0,25.3610358358288,1,0
CI1475,exponential,TL,81,2112,2032,53562.5076852704,51533.6248184041,0,0,25.3610358358288,1,0
CI1475,exponential,TL,82,2197,733,55718.1957313158,18589.6392676625,0,0,25.3610358358288,1,0
CI1475,exponential,TL,83,2213,1011,56123.9723046891,25640.0072300229,0,0,25.3610358358288,1,0
CI1475,exponential,TL,84,2261,2484,57341.3020248089,62996.8130161987,0,0,25.3610358358288,1,0
CI1475,exponential,TL,85,2624,2764,66547.3580332147,70097.9030502308,0,0,25.3610358358288,1,0
CI1475,exponential,TL,86,2642,2868,67003.8566782596,72735.4507771569,0,0,25.3610358358288,1,0
CI1475,exponential,TL,87,2865,1373,72659.3676696495,34820.7022025929,0,0,25.3610358358288,1,0
CI1475,exponential,TL,88,2943,2746,74637.5284648441,69641.4044051858,0,0,25.3610358358288,1,0
CI1475,exponential,TL,89,3313,2896,84021.1117241008,73445.5597805602,NaN,NaN,25.3610358358288,1,0
CI1475,exponential,TL,90,3392,2850,86024.6335551312,72278.952132112,0,0,25.3610358358288,1,0
CI1475,exponential,TL,91,3425,2367,86861.5477377136,60029.5718234067,0,0,25.3610358358288,1,0
CI1475,exponential,TL,92,3006,1776,76235.2737225013,45041.1996444319,0,0,25.3610358358288,1,0
CI1475,exponential,TL,93,2534,1059,64264.8648079901,26857.3369501427,0,0,25.3610358358288,1,0
CI1475,exponential,TL,94,1514,905,38396.6082554448,22951.737431425,0,0,25.3610358358288,1,0
CI1475,exponential,TL,95,2449,236,62109.1767619447,5985.20445725559,0,0,25.3610358358288,1,0
CI1475,exponential,TL,96,3310,2900,83945.0286165933,73547.0039239035,NaN,NaN,25.3610358358288,1,0
CI1475,exponential,TL,97,2979,2483,75550.5257549339,62971.4519803629,0,0,25.3610358358288,1,0
CI1475,exponential,TL,98,2199,2445,55768.9178029875,62007.7326186014,0,0,25.3610358358288,1,0
CI1475,exponential,TL,99,1510,1025,38295.1641121015,25995.0617317245,0,0,25.3610358358288,1,0
CI1475,exponential,TL,100,2436,260,61779.4832960789,6593.86931731548,NaN,NaN,25.3610358358288,1,0
CI1475,exponential,TL,101,2513,1037,63732.2830554377,26299.3941617544,NaN,NaN,25.3610358358288,1,0
CI1475,exponential,TL,102,2580,1033,65431.4724564383,26197.9500184111,0,0,25.3610358358288,1,0
CI1475,exponential,TL,103,3448,2365,87444.8515619376,59978.8497517351,0,0,25.3610358358288,1,0
CI1475,exponential,TL,104,3551,2303,90057.038253028,58406.4655299137,0,0,25.3610358358288,1,0
CI1475,exponential,TL,1,3379,2195,85694.9400892655,55667.4736596442,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,2,3343,2473,84781.9427991756,62717.8416220046,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,3,2931,1913,74333.1960348142,48515.6615539405,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,4,2604,1470,66040.1373164981,37280.7226786683,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,5,3146,2602,79785.8187395174,65989.4152448265,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,6,2902,2018,73597.7259955751,51178.5703167025,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,7,2638,1330,66902.4125349163,33730.1776616523,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,8,2638,1718,66902.4125349163,43570.2595659538,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,9,2566,1592,65076.4179547367,40374.7690506394,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,10,2569,1897,65152.5010622441,48109.8849805672,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,11,3233,2122,81992.2288572345,53816.1180436287,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,12,3475,2178,88129.599529505,55236.3360504351,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,13,2218,1332,56250.7774838682,33780.8997333239,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,14,3307,1762,83868.9455090858,44686.1451427303,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,15,3081,1980,78137.3514101885,50214.850954941,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,16,1641,1300,41617.459806595,32969.3465865774,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,17,2543,1147,64493.1141305126,29089.1081036956,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,18,1595,1123,40450.8521581469,28480.4432436357,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,19,3282,2551,83234.9196131901,64696.0024171992,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,20,2516,1419,63808.3661629452,35987.309851041,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,21,2846,2406,72177.5079887687,61018.652221004,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,22,2357,2295,59775.9614650484,58203.5772432271,0,0,25.3610358358288,2,0.166666666666667
CI1475,exponential,TL,23,2390,1201,60612.8756476308,30458.6040388304,0,0,25.3610358358288,2,0.166666666666667
