CI Identifier	Appearance_time	Growth-rate	Radius	Imaging_method
CI1373	11.0122756	43.03403914	725.9500487	TL
CI1373	10.90200034	42.93926542	725.9500487	TL
CI1373	10.37765605	48.09766369	819.6210228	TL
CI1373	11.1345119	44.8415094	749.3677922	TL
CI1373	10.63966263	44.57749689	772.7855358	TL
CI1373	11.0070527	45.57939052	796.2032793	TL
CI1373	10.82776453	45.21383474	772.7855358	TL
CI1373	10.948061	43.5146773	772.7855358	TL
CI1373	10.55788782	43.79899847	772.7855358	TL
CI1373	11.22603503	46.95360948	772.7855358	TL
CI1373	10.34616779	44.52334048	819.6210228	TL
CI1373	11.0337334	46.77083159	796.2032793	TL
CI1373	10.55966105	45.68770335	796.2032793	TL
CI1373	10.51443402	45.83663348	796.2032793	TL
CI1373	10.92441692	43.60268147	749.3677922	TL
CI1373	11.47894742	44.51657093	749.3677922	TL
CI1373	10.62218326	44.46241452	772.7855358	TL
CI1373	10.22109723	46.1412633	796.2032793	TL
CI1373	10.3872089	46.1412633	819.6210228	TL
CI1373	10.57961034	42.60078784	749.3677922	TL
CI1373	11.26301941	43.33866896	749.3677922	TL
CI1373	10.51501085	45.73509021	819.6210228	TL
CI1373	10.78454303	43.81253757	772.7855358	TL
CI1373	10.49990924	43.96823725	772.7855358	TL
CI1373	10.37954907	46.92653128	819.6210228	TL
CI1373	10.95824255	44.1713238	772.7855358	TL
CI1373	10.78621359	43.00696094	749.3677922	TL
CI1373	10.46560072	44.90243537	772.7855358	TL
CI1373	10.82776453	45.21383474	796.2032793	TL
CI1373	10.96804667	44.62488375	749.3677922	TL
CI1373	10.40777596	46.68959697	796.2032793	TL
CI1373	10.8032037	45.50492545	796.2032793	TL
CI1373	10.4667339	46.72344473	796.2032793	TL
CI1373	10.51443402	45.83663348	819.6210228	TL
CI1373	10.60572403	47.2582393	819.6210228	TL
CI1373	10.40199087	46.95360948	819.6210228	TL
CI1373	10.9655849	44.46918407	772.7855358	TL
CI1373	10.60572403	47.2582393	819.6210228	TL
CI1373	9.789840916	55.49678353	936.7097403	TL
CI1373	10.99658233	46.13449375	796.2032793	TL
CI1373	10.83495529	47.74564701	796.2032793	TL
CI1373	10.7625369	47.26500885	796.2032793	TL
CI1373	10.95998354	44.29994528	772.7855358	TL
CI1373	10.64115583	44.21871066	796.2032793	TL
CI1373	10.45671956	52.5249504	866.4565098	TL
CI1373	11.55825836	46.95360948	772.7855358	TL
CI1373	10.43151509	46.1412633	796.2032793	TL
CI1373	10.22090515	47.0077659	819.6210228	TL
CI1373	10.57523798	44.73996613	772.7855358	TL
CI1373	11.09658143	44.65196196	749.3677922	TL
CI1373	11.12517757	43.7380725	749.3677922	TL
CI1373	10.54524873	42.69556157	749.3677922	TL
CI1373	11.50466458	45.82309438	725.9500487	TL
CI1373	NA	NA	NA	TL
CI1373	10.68710932	43.53498596	749.3677922	TL
CI1373	11.06643754	46.95360948	796.2032793	TL
CI1373	12.63850372	42.48570547	679.1145617	TL
CI1373	11.43724787	47.92842491	772.7855358	TL
