CI Identifier	Appearance_time	Growth-rate	Radius	Imaging_method
CI1373	11.95665354	44.29994528	702.5323052	TL
CI1373	10.96652241	43.37251672	725.9500487	TL
CI1373	11.33097493	43.11527376	702.5323052	TL
CI1373	11.08036129	42.08630193	702.5323052	TL
CI1373	10.538311	42.30292758	725.9500487	TL
CI1373	11.50907557	40.86778265	655.6968182	TL
CI1373	9.837710257	45.78924662	819.6210228	TL
CI1373	11.07740042	42.47893592	725.9500487	TL
CI1373	11.0653928	41.71397659	725.9500487	TL
CI1373	11.08872874	44.02239367	749.3677922	TL
CI1373	12.31945443	52.13231641	772.7855358	TL
CI1373	13.0052429	82.4057509	960.1274838	TL
CI1373	11.12520996	44.06978053	749.3677922	TL
CI1373	10.7530755	41.47027274	725.9500487	TL
CI1373	12.40822498	59.72098369	889.8742533	TL
CI1373	12.64778777	45.2476825	679.1145617	TL
CI1373	11.32566092	41.42288588	679.1145617	TL
CI1373	11.69379482	45.82309438	725.9500487	TL
CI1373	10.99968438	48.51060634	772.7855358	TL
CI1374	10.03507849	56.93984884	1011.258098	TL
CI1374	7.568318271	40.63415748	902.9090157	TL
CI1374	8.613171694	46.59660876	902.9090157	TL
CI1374	8.398260573	52.74636217	975.1417369	TL
CI1374	8.384812789	50.05129257	902.9090157	TL
CI1374	8.481852731	46.85675061	866.7926551	TL
CI1374	8.732096498	44.73399309	830.6762944	TL
CI1374	8.690072002	53.40191964	975.1417369	TL
CI1374	8.867991352	54.32802463	975.1417369	TL
CI1374	8.318693736	46.71107117	902.9090157	TL
CI1374	8.649846746	46.43011797	866.7926551	TL
CI1374	8.485360403	46.71107117	830.6762944	TL
CI1374	8.674126871	44.79642713	902.9090157	TL
CI1374	8.586019712	43.38125545	794.5599338	TL
CI1374	8.832561093	43.35003843	794.5599338	TL
CI1374	8.962273571	51.91390824	902.9090157	TL
CI1374	8.319276204	49.51019751	939.0253763	TL
CI1374	9.440128646	46.06591938	902.9090157	TL
CI1374	9.20442301	55.79522469	975.1417369	TL
CI1374	8.6747632	53.48516503	902.9090157	TL
CI1374	8.35130824	50.2385947	866.7926551	TL
CI1374	9.170123574	55.53508283	975.1417369	TL
CI1374	9.500098233	47.61636482	830.6762944	TL
CI1374	9.24111296	41.03997877	722.3272126	TL
CI1374	9.202895271	45.22305977	794.5599338	TL
CI1374	8.852342828	43.67261433	758.4435732	TL
CI1374	8.349069732	52.20526711	975.1417369	TL
CI1374	7.883775861	52.11161604	975.1417369	TL
CI1374	8.893097002	40.67578018	758.4435732	TL
CI1374	9.103445748	42.22622562	830.6762944	TL
CI1374	9.045155149	45.46239028	794.5599338	TL
CI1374	8.833431566	47.61636482	830.6762944	TL
CI1374	8.690788965	45.84740022	794.5599338	TL
CI1374	9.367991352	54.32802463	939.0253763	TL
CI1374	8.889962596	47.42906269	830.6762944	TL
CI1374	8.938726156	53.67246716	902.9090157	TL
CI1374	8.309424149	47.53311943	866.7926551	TL
CI1374	8.916335366	48.69855493	866.7926551	TL
CI1374	9.34822963	54.56735514	939.0253763	TL
CI1374	9.436411095	48.06380881	902.9090157	TL
CI1374	8.200996157	57.27283041	939.0253763	TL
CI1374	9.330030645	55.29575233	939.0253763	TL
CI1374	9.015775618	53.72449554	902.9090157	TL
CI1374	8.380594214	58.18852974	1011.258098	TL
CI1374	9.241390489	54.65060053	939.0253763	TL
CI1374	9.514266034	51.87228554	866.7926551	TL
CI1374	9.170262793	51.45605857	902.9090157	TL
CI1374	9.403791392	54.66100621	939.0253763	TL
CI1374	9.229744658	52.72555082	902.9090157	TL
CI1374	9.523405335	53.40191964	902.9090157	TL
CI1374	9.261812019	48.40719605	830.6762944	TL
CI1374	9.12152878	52.6110884	866.7926551	TL
CI1374	9.486718758	47.17932651	794.5599338	TL
CI1374	8.695396416	48.63612089	866.7926551	TL
CI1374	9.05101357	56.11780059	975.1417369	TL
CI1374	8.670511116	49.93683015	866.7926551	TL
CI1374	8.812975961	54.4632984	902.9090157	TL
CI1374	8.62152878	52.6110884	902.9090157	TL
CI1374	9.11244935	53.17299481	939.0253763	TL
CI1374	9.179584231	52.31972953	902.9090157	TL
CI1374	NA	NA	NA	TL
CI1374	8.76348169	57.01268856	1011.258098	TL
CI1374	8.853769085	47.66839319	866.7926551	TL
CI1374	8.991109945	53.901392	902.9090157	TL
CI1374	9.059539614	45.13981438	866.7926551	TL
CI1374	8.987571872	49.9992642	902.9090157	TL
CI1374	8.841429866	53.48516503	939.0253763	TL
CI1374	8.847293385	57.60581199	1047.374458	TL
CI1374	8.884165133	54.20315655	939.0253763	TL
CI1374	8.951189062	56.14901761	975.1417369	TL
CI1374	9.016973953	55.85765873	975.1417369	TL
CI1374	8.930148357	57.01268856	975.1417369	TL
CI1374	8.898360819	55.97212115	975.1417369	TL
CI1374	9.34822963	54.56735514	902.9090157	TL
CI1374	9.070458058	54.66100621	939.0253763	TL
CI1374	9.143959936	55.01479913	975.1417369	TL
CI1374	9.101715204	58.13650137	1011.258098	TL
CI1374	9.009078577	60.49858939	1047.374458	TL
CI1374	8.613520279	59.5308617	1047.374458	TL
CI1374	8.904809183	57.01268856	1047.374458	TL
CI1374	8.718107907	57.87635951	1047.374458	TL
CI1374	8.637195755	55.45183744	975.1417369	TL
CI1374	9.037756343	55.79522469	975.1417369	TL
CI1374	8.918108033	54.9835821	975.1417369	TL
CI1374	9.078086786	56.29469705	1011.258098	TL
CI1374	8.865550021	57.31445311	1011.258098	TL
CI1374	9.250933261	50.54035925	902.9090157	TL
CI1374	9.048204627	47.33541162	902.9090157	TL
CI1374	9.02921857	49.18762161	902.9090157	TL
CI1374	8.210181993	46.85675061	902.9090157	TL
CI1374	9.10808225	43.88072781	758.4435732	TL
CI1374	8.572900567	46.0971364	902.9090157	TL
CI1374	10.32292493	41.37296034	794.5599338	TL
CI1374	NA	NA	NA	TL
CI1375	8.695060909	63.27642938	1051.168371	TL
CI1375	9.046344915	62.05057176	1029.715955	TL
CI1375	9.078957835	61.36064185	1008.263539	TL
CI1375	9.616341105	63.40579124	1029.715955	TL
CI1375	8.443242806	64.93965328	1115.525618	TL
CI1375	8.510870122	69.04227224	1179.882865	TL
CI1375	8.530186342	65.64190337	1115.525618	TL
CI1375	9.005743212	64.89037257	1072.620786	TL
CI1375	8.992828789	66.43039471	1136.978034	TL
CI1375	8.557249922	66.24559205	1136.978034	TL
CI1375	9.10327427	66.15935081	1115.525618	TL
CI1375	8.243297042	66.93552197	1179.882865	TL
CI1375	9.134061568	66.53511621	1115.525618	TL
CI1375	8.89176976	66.1655109	1136.978034	TL
CI1375	9.129127777	66.15935081	1115.525618	TL
CI1375	8.965488045	66.90472152	1136.978034	TL
CI1375	9.098953372	65.92526745	1094.073202	TL
CI1375	8.88751777	64.65012912	1136.978034	TL
CI1375	9.015505601	65.61726302	1136.978034	TL
CI1375	9.183049069	66.11623019	1136.978034	TL
CI1375	8.316385682	65.42630028	1136.978034	TL
CI1375	9.296082963	65.26613797	1072.620786	TL
CI1375	8.772735514	67.19424568	1158.430449	TL
CI1375	8.755888054	65.64806346	1136.978034	TL
CI1375	9.796869413	64.28052381	1072.620786	TL
CI1375	9.511067299	64.19428257	1094.073202	TL
CI1375	9.020766224	65.11213576	1136.978034	TL
CI1375	8.357731455	62.7836223	1072.620786	TL
CI1375	9.083858515	66.45503506	1115.525618	TL
CI1375	8.984827869	68.21066029	1179.882865	TL
CI1375	9.652295408	63.51051274	1051.168371	TL
CI1375	9.089403583	68.07513834	1158.430449	TL
CI1375	9.304292837	67.48992993	1158.430449	TL
CI1375	8.779034668	68.88210994	1201.335281	TL
CI1375	9.540751956	64.54540762	1115.525618	TL
CI1375	9.078230233	65.18605682	1158.430449	TL
CI1375	8.943431768	65.22917744	1179.882865	TL
CI1375	9.154193929	63.79387682	1158.430449	TL
CI1375	8.399936066	70.75477685	1244.240112	TL
CI1375	10.65252695	62.44481743	1051.168371	TL
CI1375	8.781053405	70.20652898	1265.692528	TL
CI1375	8.717256791	65.75278497	1158.430449	TL
CI1375	8.276624616	72.41800076	1308.59736	TL
CI1375	8.859641819	67.43448914	1244.240112	TL
CI1375	8.513373511	71.39542606	1265.692528	TL
CI1375	9.065932759	65.198377	1179.882865	TL
CI1375	9.097619631	64.78565107	1158.430449	TL
CI1375	9.095931108	67.92729622	1222.787697	TL
CI1375	8.824749224	56.93153819	1072.620786	TL
CI1375	8.698563367	65.17989673	1158.430449	TL
CI1375	9.155808505	65.99918851	1158.430449	TL
CI1375	8.737698027	66.84928073	1179.882865	TL
CI1375	9.467132728	65.19221691	1094.073202	TL
CI1375	8.352968481	68.34002215	1136.978034	TL
CI1375	10.84592544	59.84526007	1008.263539	TL
CI1375	9.673533106	65.34005904	1136.978034	TL
CI1375	10.79904169	65.3585393	1072.620786	TL
CI1375	10.35534714	58.15739581	986.8111236	TL
CI1375	10.7368524	57.12250094	965.3587078	TL
CI1375	9.909473485	63.65835487	1072.620786	TL
CI1375	10.42554717	66.88008117	1158.430449	TL
CI1375	9.383896496	63.06698637	1115.525618	TL
CI1375	10.40612113	58.80420511	943.9062921	TL
CI1375	9.301319622	63.94787903	1072.620786	TL
CI1375	9.110828438	64.18812248	1072.620786	TL
CI1375	9.228775844	67.9888971	1158.430449	TL
CI1375	9.147506245	65.58646258	1115.525618	TL
CI1375	8.667579264	66.36879382	1136.978034	TL
CI1375	8.642430082	62.86370345	1094.073202	TL
CI1375	8.337877443	67.10184436	1136.978034	TL
CI1375	10.36654257	61.27440061	901.0014606	TL
CI1375	10.53237986	59.22925121	965.3587078	TL
CI1375	NA	NA	NA	TL
CI1378	9.039234237	56.65137619	987.8939507	TL
CI1378	8.622724104	57.65284264	987.8939507	TL
CI1378	8.975514654	57.75826017	987.8939507	TL
CI1378	8.919389509	60.69940902	1061.07128	TL
CI1378	8.663752771	57.84259418	987.8939507	TL
CI1378	9.134285878	63.20834604	1061.07128	TL
CI1378	8.845396778	64.82123412	1097.659945	TL
CI1378	8.578433366	60.572908	1097.659945	TL
CI1378	8.411432748	55.36528242	987.8939507	TL
CI1378	8.794937443	61.5427492	1061.07128	TL
CI1378	8.538184381	57.10467153	1024.482616	TL
CI1378	8.707726117	62.73396719	1097.659945	TL
CI1378	8.887290068	56.33512362	987.8939507	TL
CI1378	9.057041349	49.74652851	878.1279562	TL
CI1378	9.411513487	57.93746995	951.3052859	TL
CI1378	9.055080919	54.03702165	914.716621	TL
CI1378	8.617731601	55.21769789	951.3052859	TL
CI1378	9.051927127	49.84140428	841.5392913	TL
CI1378	8.948739281	56.34566537	987.8939507	TL
CI1378	9.579202835	82.27837573	1170.837275	TL
CI1378	8.970452241	51.54916814	914.716621	TL
CI1378	8.885577571	56.02941281	987.8939507	TL
CI1378	8.639060905	61.98550279	1061.07128	TL
CI1378	8.861318227	57.13629679	951.3052859	TL
CI1378	7.900343827	65.75945007	1061.07128	TL
CI1378	8.734178504	59.18139671	1061.07128	TL
CI1378	8.473639814	61.84846001	1097.659945	TL
CI1378	8.379057754	52.52955109	951.3052859	TL
CI1378	8.670172857	60.66778377	1024.482616	TL
CI1378	8.698633075	57.49471636	987.8939507	TL
CI1378	8.440371108	52.5928016	914.716621	TL
CI1378	8.343865269	54.39544122	951.3052859	TL
CI1378	8.862716153	60.09852915	1024.482616	TL
CI1378	8.814379703	61.63762497	1097.659945	TL
CI1378	8.850265519	61.33191415	1097.659945	TL
CI1378	8.868319634	61.72195898	1097.659945	TL
CI1378	8.497766562	58.15884675	1024.482616	TL
CI1378	8.215031054	57.07304628	1024.482616	TL
CI1378	8.654637862	59.72956782	1061.07128	TL
CI1378	8.708037968	60.56236624	1061.07128	TL
CI1378	8.140701004	60.82591005	1024.482616	TL
CI1378	8.448739281	56.34566537	987.8939507	TL
CI1378	8.773634646	61.74304249	1061.07128	TL
CI1378	8.602272032	56.03995456	987.8939507	TL
CI1378	8.623560663	59.42385701	1097.659945	TL
CI1378	8.926327713	56.66191794	987.8939507	TL
CI1378	8.206629236	51.22237382	951.3052859	TL
CI1378	8.531966408	57.49471636	1024.482616	TL
CI1378	8.790386763	53.09880571	1024.482616	TL
CI1378	8.587618858	51.27508258	951.3052859	TL
CI1378	8.658152081	56.52487516	987.8939507	TL
CI1378	8.884427446	59.04435393	1024.482616	TL
CI1378	9.218198842	57.75826017	987.8939507	TL
CI1378	8.515459987	56.83058598	1024.482616	TL
CI1378	8.8447216	60.02473688	1024.482616	TL
CI1378	7.888795657	61.52166569	1061.07128	TL
CI1378	8.356560338	55.37582417	987.8939507	TL
CI1378	8.618853086	54.85927832	987.8939507	TL
CI1378	8.330464605	56.30349837	951.3052859	TL
CI1378	8.635515569	56.73571021	1024.482616	TL
CI1378	8.15872626	54.85927832	987.8939507	TL
CI1378	NA	NA	NA	TL
CI1378	8.56342741	55.07011336	951.3052859	TL
CI1378	NA	NA	NA	TL
CI1378	NA	NA	NA	TL
CI1378	8.921853694	61.33191415	1061.07128	TL
CI1378	18.12595207	31.4987555	365.8866484	TL
CI1378	8.750291394	51.66512741	914.716621	TL
CI1379	NA	NA	NA	TL
CI1379	9.128392286	62.10961391	1070.919447	TL
CI1379	9.806180929	67.62919874	1070.919447	TL
CI1379	10.80688429	60.49830654	951.9283973	TL
CI1379	10.12758621	61.58393917	991.5920805	TL
CI1379	9.930124694	55.63581515	951.9283973	TL
CI1379	9.726436782	69.16051213	1150.246813	TL
CI1379	10.47218841	72.90880161	1209.742338	TL
CI1379	10.87853004	63.3952315	1011.423922	TL
CI1379	10.42511075	61.43537892	971.7602389	TL
CI1379	10.02595304	65.19509611	1090.751289	TL
CI1379	10.06092826	61.04683671	1051.087605	TL
CI1379	9.467129482	68.61198196	1170.078655	TL
CI1379	9.987541714	63.23524353	1031.255764	TL
CI1379	10.24346477	64.66370751	1070.919447	TL
CI1379	9.785738839	67.67490959	1150.246813	TL
CI1379	11.02091383	62.05247536	1011.423922	TL
CI1379	10.28852534	63.36094836	1031.255764	TL
CI1379	11.25625664	53.08172155	872.6010308	TL
CI1379	10.06149493	67.51492162	1130.414972	TL
CI1379	9.773453206	70.74325022	1150.246813	TL
CI1379	10.15173831	67.18923183	1110.58313	TL
CI1379	9.822336408	69.04052115	1150.246813	TL
CI1379	9.438956747	69.86331641	1189.910497	TL
CI1379	9.781896624	69.30335853	1170.078655	TL
CI1379	9.233312725	67.24065654	1170.078655	TL
CI1379	9.864165549	68.25200903	1170.078655	TL
CI1379	10.33414781	68.68626209	1130.414972	TL
CI1379	10.11050839	68.34343073	1150.246813	TL
CI1379	9.865756126	68.45770785	1150.246813	TL
CI1379	9.672503971	68.31486145	1170.078655	TL
CI1379	9.864165549	68.25200903	1150.246813	TL
CI1379	10.39122265	68.85767776	1130.414972	TL
CI1379	10.19159351	69.06337658	1170.078655	TL
CI1379	9.672906418	70.16615077	1170.078655	TL
CI1379	10.90017151	68.54341569	1110.58313	TL
CI1379	11.04679761	65.05224972	1031.255764	TL
CI1379	9.988539159	68.40628314	1110.58313	TL
CI1379	9.812339616	66.82925891	1150.246813	TL
CI1379	10.02707173	67.10923785	1130.414972	TL
CI1379	10.03649318	65.62363531	1130.414972	TL
CI1379	10.02317043	59.13269498	971.7602389	TL
CI1379	10.39172612	65.58935217	1070.919447	TL
CI1379	10.36240345	65.64077688	1070.919447	TL
CI1379	9.307539611	68.27486446	1170.078655	TL
CI1379	9.833908047	67.51492162	1170.078655	TL
CI1379	10.60326541	62.74385192	1011.423922	TL
CI1379	11.02622025	57.62995087	951.9283973	TL
CI1379	NA	NA	NA	TL
CI1379	NA	NA	NA	TL
CI1379	12.06162355	67.91489154	1011.423922	TL
CI1379	10.93226672	70.58326225	1130.414972	TL
CI1379	10.00952069	69.09194586	1130.414972	TL
CI1379	NA	NA	NA	TL
CI1380	8.487200944	57.17788289	1009.214902	TL
CI1380	8.658612456	58.41365624	1045.258292	TL
CI1380	9.668769316	54.46748925	937.1281237	TL
CI1380	6.439237983	51.58055655	1081.301681	TL
CI1380	8.40698952	57.73865399	1009.214902	TL
CI1380	8.291910181	58.07096279	1045.258292	TL
CI1380	8.901421161	59.63904494	1009.214902	TL
CI1380	10.45920071	56.71057364	937.1281237	TL
CI1380	8.699703438	53.86517955	973.171513	TL
CI1380	9.692741697	50.9886315	901.0847343	TL
CI1380	8.68833976	59.34827474	1045.258292	TL
CI1380	8.514811381	59.73250679	1045.258292	TL
CI1380	8.814473665	59.45212124	1045.258292	TL
CI1380	9.5655033	61.04097269	1009.214902	TL
CI1380	8.514811381	59.73250679	1009.214902	TL
CI1380	8.639940182	58.72519574	1045.258292	TL
CI1380	9.451440664	76.73217884	1117.345071	TL
CI1380	8.45791749	58.60057994	1009.214902	TL
CI1380	8.526485903	55.81749374	973.171513	TL
CI1380	8.416451248	54.8724906	937.1281237	TL
CI1380	8.338330146	54.09364185	937.1281237	TL
CI1380	9.214804838	62.96213294	1081.301681	TL
CI1380	7.743384108	54.8932599	1009.214902	TL
CI1380	8.906172628	60.50097089	1117.345071	TL
CI1380	8.584591443	56.63788109	1009.214902	TL
CI1380	8.667938314	57.39596054	973.171513	TL
CI1380	7.868126716	60.89558759	1117.345071	TL
CI1380	8.034698817	58.26827114	1045.258292	TL
CI1380	7.92400761	49.66978095	1009.214902	TL
CI1380	9.4214515	63.54367334	1081.301681	TL
CI1380	8.127991047	55.21518405	1009.214902	TL
CI1380	9.005804912	60.87481829	1045.258292	TL
CI1380	8.367630004	60.31404719	1081.301681	TL
CI1380	NA	NA	NA	TL
CI1380	8.799124598	62.93097899	1081.301681	TL
CI1380	9.531998989	64.37444534	1081.301681	TL
CI1380	8.794697805	61.05135734	1045.258292	TL
CI1380	9.206149562	61.68482099	1045.258292	TL
CI1380	9.024008768	57.32326799	973.171513	TL
CI1380	9.00567666	61.03058804	1009.214902	TL
CI1380	9.348768164	61.02020339	1009.214902	TL
CI1380	8.786877864	56.13941789	973.171513	TL
CI1380	8.556493328	60.60481739	1081.301681	TL
CI1380	8.632450477	57.30249869	1009.214902	TL
CI1380	9.166329006	60.63597134	1009.214902	TL
CI1380	9.117261229	57.55173029	973.171513	TL
CI1380	9.087619019	62.46366974	1045.258292	TL
CI1380	8.057339333	58.38250229	1009.214902	TL
CI1380	8.702138708	60.02327699	1009.214902	TL
CI1380	8.348957835	59.50404449	1081.301681	TL
CI1380	8.677857114	61.89251399	1081.301681	TL
CI1380	8.599660945	60.38673974	1009.214902	TL
CI1380	9.414435611	58.05019349	937.1281237	TL
CI1380	7.151188042	51.5286333	973.171513	TL
CI1380	8.138741746	60.72943319	1081.301681	TL
CI1380	8.607397786	61.29020429	1045.258292	TL
CI1380	8.693005085	57.31288334	973.171513	TL
CI1380	6.945292455	54.09364185	1045.258292	TL
CI1380	8.825408227	54.77902875	937.1281237	TL
CI1380	9.360340378	62.49482369	1045.258292	TL
CI1380	8.53566656	58.57981064	1045.258292	TL
CI1380	7.773930116	51.6532491	1009.214902	TL
CI1380	8.234848116	53.6678712	973.171513	TL
CI1380	8.953699066	60.81251039	1045.258292	TL
CI1380	8.625288562	56.50288064	973.171513	TL
CI1380	8.711978525	62.99328689	1081.301681	TL
CI1380	8.472841199	60.59443274	1045.258292	TL
CI1380	7.689122673	56.04595604	1009.214902	TL
CI1380	8.301847987	58.03980884	1045.258292	TL
CI1380	8.878703652	61.88212934	1045.258292	TL
CI1380	8.906210695	61.30058894	1009.214902	TL
CI1380	8.702333226	58.57981064	1009.214902	TL
CI1380	9.635162213	55.80710909	1009.214902	TL
CI1380	8.053195991	57.33365264	1045.258292	TL
CI1380	9.056742166	64.42636859	1081.301681	TL
CI1380	8.955899253	62.62982414	1081.301681	TL
CI1380	9.574439412	62.92059434	1045.258292	TL
CI1380	8.212036986	61.88212934	1117.345071	TL
CI1380	9.420952352	62.46366974	1045.258292	TL
CI1380	8.972456197	60.43866299	1081.301681	TL
CI1380	9.177434349	60.62558669	1009.214902	TL
CI1380	9.25775352	59.19250499	1045.258292	TL
CI1380	9.285586106	63.28405709	1045.258292	TL
CI1380	9.861886	58.08134744	973.171513	TL
CI1380	NA	NA	NA	TL
CI1380	NA	NA	NA	TL
CI1380	9.438364795	67.13676224	1117.345071	TL
CI1390	10.13380656	56.11107803	955.9367624	TL
CI1390	9.95641835	65.06222658	1035.598159	TL
CI1390	9.860491209	58.41772016	975.8521116	TL
CI1390	10.17620662	57.23570951	975.8521116	TL
CI1390	9.771936082	59.15791129	1015.68281	TL
CI1390	9.612313739	59.34726251	1035.598159	TL
CI1390	9.79236968	55.72663767	975.8521116	TL
CI1390	10.07057818	61.40717426	1055.513508	TL
CI1390	9.898400782	56.23157426	955.9367624	TL
CI1390	9.578738393	61.09158889	1055.513508	TL
CI1390	9.528423136	62.68099155	1075.428858	TL
CI1390	10.00073734	57.02340663	975.8521116	TL
CI1390	10.07326166	59.15791129	995.7674608	TL
CI1390	10.05292872	56.80536583	995.7674608	TL
CI1390	9.321604323	64.33351129	1095.344207	TL
CI1390	9.790698953	61.55062215	1035.598159	TL
CI1390	9.803329692	61.45307758	1035.598159	TL
CI1390	9.480110718	63.27773479	1075.428858	TL
CI1390	9.583622072	61.16044388	1035.598159	TL
CI1390	9.656315835	60.33418401	1035.598159	TL
CI1390	9.741721215	60.76452769	1015.68281	TL
CI1390	9.724246811	59.97269532	1015.68281	TL
CI1390	10.20891531	59.10053213	1015.68281	TL
CI1390	9.694005689	62.19326871	1035.598159	TL
CI1390	9.687296199	63.50725142	1075.428858	TL
CI1390	10.2352144	61.09158889	1035.598159	TL
CI1390	9.632193246	60.08745364	1035.598159	TL
CI1390	9.747118048	58.91118091	1015.68281	TL
CI1390	9.846783753	61.14323013	1055.513508	TL
CI1390	9.868001695	57.56850863	995.7674608	TL
CI1390	9.578781823	57.05209621	995.7674608	TL
CI1390	9.660485203	61.26946428	1035.598159	TL
CI1390	10.82745598	56.46682881	936.0214132	TL
CI1390	9.710650795	57.96442481	995.7674608	TL
CI1390	10.6437919	58.57264388	975.8521116	TL
CI1390	NA	NA	NA	TL
CI1390	10.39121831	55.9561543	955.9367624	TL
CI1390	10.81259645	65.34912237	995.7674608	TL
CI1390	10.93010801	60.08171572	936.0214132	TL
CI1390	10.86300554	52.14617825	876.2753655	TL
CI1390	10.76971425	50.44775519	896.1907148	TL
CI1390	NA	NA	NA	TL
CI1390	10.79153302	50.33299688	876.2753655	TL
CI1390	NA	NA	NA	TL
CI1390	10.74504493	56.74798668	955.9367624	TL
CI1390	10.28911649	54.20035209	936.0214132	TL
CI1418	8.984650489	68.05804237	1202.594633	TL
CI1418	9.20036764	63.59483483	1141.445753	TL
CI1418	9.215054416	62.90186313	1121.062793	TL
CI1418	8.802835153	64.03528294	1182.211673	TL
CI1418	9.463648386	63.3364386	1121.062793	TL
CI1418	9.083007164	68.45738199	1222.977593	TL
CI1418	9.437534507	65.57978765	1141.445753	TL
CI1418	9.027114636	65.65025935	1161.828713	TL
CI1418	9.392451067	66.86589614	1182.211673	TL
CI1418	9.1117665	66.73669803	1202.594633	TL
CI1418	8.95351444	66.83653293	1202.594633	TL
CI1418	9.155186287	65.50344331	1161.828713	TL
CI1418	8.947655383	69.30304237	1222.977593	TL
CI1418	8.91282293	66.41370275	1202.594633	TL
CI1418	9.167885404	65.60327822	1202.594633	TL
CI1418	9.259854547	66.1670518	1182.211673	TL
CI1418	8.664076857	68.14613199	1243.360553	TL
CI1418	9.106743622	65.20981124	1161.828713	TL
CI1418	8.731928792	71.15879708	1284.126472	TL
CI1418	9.224328592	64.59905652	1141.445753	TL
CI1418	8.747814833	69.56731123	1243.360553	TL
CI1418	8.956976437	63.34231124	1161.828713	TL
CI1418	8.726105976	69.81396218	1263.743513	TL
CI1418	9.09242405	65.69724048	1182.211673	TL
CI1418	9.086546635	66.15530652	1202.594633	TL
CI1418	8.951439154	69.36176878	1243.360553	TL
CI1418	8.842711667	65.9262735	1202.594633	TL
CI1418	9.711261648	62.98408011	1121.062793	TL
CI1424	8.945557902	59.64258623	1047.867032	TL
CI1424	8.753435953	58.74329037	1070.162075	TL
CI1424	8.704020991	57.46500554	1047.867032	TL
CI1424	8.809122984	58.67905495	1070.162075	TL
CI1424	8.83227162	56.43723884	1047.867032	TL
CI1424	9.283507336	55.56363715	980.9819021	TL
CI1424	9.209826427	56.30876801	980.9819021	TL
CI1424	9.598535607	58.17159515	1025.571989	TL
CI1424	9.21570317	57.8568416	1047.867032	TL
CI1424	8.902459807	59.37922102	1092.457118	TL
CI1424	8.953526194	59.45630352	1092.457118	TL
CI1424	8.342366586	62.22485006	1137.047205	TL
CI1424	8.772363994	59.38564456	1092.457118	TL
CI1424	8.528555704	67.93537878	1181.637291	TL
CI1424	9.228517302	57.03462824	1070.162075	TL
CI1424	8.670529698	59.0387733	1092.457118	TL
CI1424	8.721715958	58.44138391	1092.457118	TL
CI1424	9.176341836	55.99401445	1047.867032	TL
CI1424	9.099041813	56.50147426	1092.457118	TL
CI1424	8.980109856	55.65356674	1070.162075	TL
CI1424	8.674335034	57.1052872	1047.867032	TL
CI1424	8.914146763	60.74101189	1092.457118	TL
CI1424	8.909971355	59.39849164	1070.162075	TL
CI1424	9.032483938	57.94034764	1047.867032	TL
CI1424	8.674281445	58.2101364	1070.162075	TL
CI1424	8.752693976	59.22505601	1070.162075	TL
CI1424	8.713424876	59.30213852	1114.752161	TL
CI1424	9.086789194	59.33425622	1070.162075	TL
CI1424	8.591873027	59.30213852	1114.752161	TL
CI1424	8.660521054	58.00458306	1092.457118	TL
CI1424	9.00933644	57.45215846	1070.162075	TL
CI1424	8.596436383	60.01515166	1114.752161	TL
CI1424	8.571308949	58.53773703	1092.457118	TL
CI1424	8.956187911	61.11357732	1114.752161	TL
CI1424	8.392644083	63.01494571	1137.047205	TL
CI1424	27.46925897	25.70059101	156.0653026	TL
CI1424	8.756641677	53.52095084	1025.571989	TL
CI1424	8.698127412	56.3537328	1070.162075	TL
CI1424	9.536786522	57.79902972	1047.867032	TL
CI1424	NA	NA	NA	TL
CI1424	NA	NA	NA	TL
CI1439	8.414895023	64.37373231	1083.763266	TL
CI1439	8.984610113	62.42968966	1039.528031	TL
CI1439	8.595175399	61.96311942	1061.645649	TL
CI1439	8.587860717	61.76223501	1061.645649	TL
CI1439	8.739920425	60.76429312	1039.528031	TL
CI1439	8.984566575	63.93308264	1083.763266	TL
CI1439	8.775639342	62.25472582	1061.645649	TL
CI1439	9.458612274	61.57431089	1039.528031	TL
CI1439	8.665050882	60.55692857	1061.645649	TL
CI1439	10.24583965	60.38196473	1039.528031	TL
CI1439	8.741507147	66.33073524	1172.233737	TL
CI1439	9.023866382	64.63941814	1150.11612	TL
CI1439	9.112976761	63.71923795	1127.998502	TL
CI1439	9.136476685	66.38257638	1194.351355	TL
CI1439	8.885120465	64.84678269	1150.11612	TL
CI1439	8.783275689	67.39347856	1172.233737	TL
CI1439	8.770459496	67.08891188	1172.233737	TL
CI1439	9.193922254	63.97196349	1150.11612	TL
CI1439	9.057834168	63.3887507	1127.998502	TL
CI1439	8.851716896	64.35429188	1127.998502	TL
CI1439	9.205705047	63.11658473	1105.880884	TL
CI1439	9.225328189	63.19434643	1105.880884	TL
CI1439	8.872252471	67.94429064	1172.233737	TL
CI1439	8.845132398	68.13869491	1172.233737	TL
CI1439	9.182730407	64.30245074	1150.11612	TL
CI1439	8.820416396	67.86004879	1194.351355	TL
CI1439	8.549376195	68.20997647	1172.233737	TL
CI1439	8.879738951	62.70833577	1127.998502	TL
CI1439	8.978128015	66.00024799	1150.11612	TL
CI1439	8.671396446	64.25708975	1127.998502	TL
CI1439	9.224021215	63.27858828	1105.880884	TL
CI1439	8.470285501	66.13633098	1150.11612	TL
CI1439	8.357866609	64.55517629	1127.998502	TL
CI1439	8.688071242	64.80790183	1150.11612	TL
